ts,power,mean_IGR_Nex,max_temp_Nex,mean_temp_Nex,min_temp_Nex,mean_hum_Nex,prec_Nex,mean_wind_speed_Nex,mean_wind_dir_Nex,DK2_DKK,SYSTEM_DKK,PriceArea,ImbalanceMWh,ImbalancePriceDKK,BalancingPowerPriceUpDKK,BalancingPowerPriceDownDKK
2021-01-01 00:00:00,0.1337459934695991,0.0,3.8,3.6,3.4,81.0,0.0,2.9,203.0,358.579987,180.669998,DK2,,358.570007,358.570007,358.570007
2021-01-01 01:00:00,0.2218377383630357,0.0,3.7,3.5,3.3,84.0,0.0,2.5,195.0,332.459991,177.839996,DK2,,332.450012,332.450012,332.450012
2021-01-01 02:00:00,0.1541250074782467,0.0,3.8,3.3,2.8,90.0,0.3,3.5,194.0,319.369995,175.679993,DK2,,319.350006,319.350006,319.350006
2021-01-01 03:00:00,0.1270542100908532,0.0,2.9,2.5,2.3,93.0,0.1,2.6,198.0,300.540009,176.050003,DK2,,300.529999,300.529999,300.529999
2021-01-01 04:00:00,0.099059360408697,0.0,2.4,2.2,1.9,97.0,0.0,1.4,177.0,299.130005,179.029999,DK2,,299.119995,299.119995,299.119995
2021-01-01 05:00:00,0.005371375675,0.0,2.5,2.2,2.0,100.0,0.2,1.7,167.0,294.890015,181.779999,DK2,,294.869995,294.869995,294.869995
2021-01-01 06:00:00,0.0445262054107142,0.0,2.6,2.4,2.2,100.0,0.4,2.4,153.0,298.309998,185.279999,DK2,,298.299988,298.299988,298.299988
2021-01-01 07:00:00,0.0168481585906746,0.0,2.6,2.4,2.1,100.0,0.6,3.2,172.0,307.089996,185.360001,DK2,,307.079987,307.079987,307.079987
2021-01-01 08:00:00,0.1303847832082672,1.0,2.6,2.5,2.2,100.0,0.0,3.1,171.0,333.950012,187.889999,DK2,,156.25,333.940002,156.25
2021-01-01 09:00:00,0.074037393433201,5.0,2.8,2.6,2.4,100.0,0.0,3.2,176.0,334.850006,192.869995,DK2,,178.580002,334.829987,178.580002
2021-01-01 10:00:00,0.066826175758201,5.0,2.9,2.7,2.4,98.0,0.0,3.3,176.0,351.220001,196.440002,DK2,,171.139999,351.200012,171.139999
2021-01-01 11:00:00,0.0382145785881613,8.0,2.9,2.7,2.5,97.0,0.0,3.0,185.0,377.850006,200.910004,DK2,,218.509995,377.839996,218.509995
2021-01-01 12:00:00,0.0477727709716269,8.0,2.8,2.7,2.5,100.0,0.0,1.9,193.0,338.48999,203.139999,DK2,,226.149994,338.480011,226.149994
2021-01-01 13:00:00,0.0353330900252976,4.0,2.9,2.7,2.5,100.0,0.0,2.2,187.0,332.839996,208.789993,DK2,,228.919998,332.820007,228.919998
2021-01-01 14:00:00,0.0416857914292658,4.0,2.9,2.7,2.5,100.0,0.0,2.1,196.0,346.679993,219.059998,DK2,,346.660004,346.660004,346.660004
2021-01-01 15:00:00,0.0408107566641534,0.0,2.7,2.6,2.4,100.0,0.0,1.7,208.0,394.299988,255.520004,DK2,,581.27002,581.27002,394.279999
2021-01-01 16:00:00,0.0588096166600198,0.0,2.7,2.6,2.4,96.0,0.0,2.3,209.0,448.390015,296.299988,DK2,,500.0,500.0,448.380005
2021-01-01 17:00:00,0.0732726539165674,0.0,2.7,2.5,2.3,92.0,0.0,2.8,226.0,451.0,257.309998,DK2,,450.980011,450.980011,450.980011
2021-01-01 18:00:00,0.1120409834380423,0.0,2.5,2.0,1.6,94.0,0.0,2.1,238.0,449.140015,227.25,DK2,,449.119995,449.119995,449.119995
2021-01-01 19:00:00,0.1164658107093254,0.0,2.9,2.3,1.9,95.0,0.0,2.0,238.0,427.109985,213.559998,DK2,,499.0,499.0,427.100006
2021-01-01 20:00:00,0.1439389689919021,0.0,3.2,2.9,2.7,89.0,0.0,3.1,230.0,400.769989,210.509995,DK2,,589.159973,589.159973,400.76001
2021-01-01 21:00:00,0.0991748852399801,0.0,3.1,2.9,2.7,87.0,0.0,3.2,233.0,397.720001,201.059998,DK2,,737.619995,737.619995,397.709991
2021-01-01 22:00:00,0.1023751781025793,0.0,3.1,2.9,2.7,85.0,0.0,3.6,218.0,369.970001,191.309998,DK2,,800.0,800.0,369.950012
2021-01-01 23:00:00,0.0942787464651124,0.0,3.2,2.9,2.7,87.0,0.0,3.1,215.0,347.420013,189.970001,DK2,,450.0,450.0,347.410004
2021-01-02 00:00:00,0.1081749601284722,0.0,3.1,2.9,2.7,89.0,0.0,3.2,231.0,315.720001,184.830002,DK2,,500.0,500.0,315.709991
2021-01-02 01:00:00,0.0582194488642857,0.0,3.2,3.0,2.7,89.0,0.0,3.3,226.0,305.75,183.570007,DK2,,440.0,440.0,305.73999
2021-01-02 02:00:00,0.07661050551251,0.0,3.1,2.6,2.3,99.0,0.2,3.3,220.0,297.640015,183.199997,DK2,,416.640015,416.640015,297.630005
2021-01-02 03:00:00,0.0728540088487103,0.0,2.9,2.8,2.6,100.0,0.0,3.3,225.0,279.410004,183.720001,DK2,,410.899994,410.899994,279.399994
2021-01-02 04:00:00,0.0417364632608465,0.0,2.8,2.5,2.2,100.0,0.0,2.4,230.0,290.200012,185.429993,DK2,,290.190002,290.190002,290.190002
2021-01-02 05:00:00,0.0341967753952381,0.0,2.5,2.1,1.6,100.0,0.0,2.4,246.0,313.190002,191.229996,DK2,,148.809998,313.179993,148.809998
2021-01-02 06:00:00,0.0331063101723214,0.0,2.5,2.3,2.0,100.0,0.0,2.0,274.0,334.549988,196.960007,DK2,,152.789993,334.529999,152.789993
2021-01-02 07:00:00,0.0192956253402777,0.0,2.3,1.3,0.9,100.0,0.0,2.1,276.0,360.519989,204.330002,DK2,,163.699997,360.5,163.699997
2021-01-02 08:00:00,0.0,5.0,2.3,1.5,0.8,100.0,0.0,2.0,270.0,386.929993,208.720001,DK2,,163.699997,386.920013,163.699997
2021-01-02 09:00:00,0.0,54.0,2.6,2.3,2.0,100.0,0.0,2.1,272.0,386.929993,214.75,DK2,,163.699997,386.920013,163.699997
2021-01-02 10:00:00,0.0,107.0,3.8,3.0,2.2,95.0,0.0,2.3,267.0,388.049988,216.009995,DK2,,388.029999,388.029999,388.029999
2021-01-02 11:00:00,0.0,65.0,3.4,3.0,2.7,90.0,0.0,2.0,276.0,416.320007,215.119995,DK2,,220.309998,416.309998,220.309998
2021-01-02 12:00:00,0.0,150.0,4.2,3.6,2.8,89.0,0.0,2.1,258.0,386.929993,214.669998,DK2,,386.920013,386.920013,386.920013
2021-01-02 13:00:00,0.0,127.0,4.4,4.0,3.2,85.0,0.0,2.4,283.0,377.179993,217.949997,DK2,,377.170013,377.170013,377.170013
2021-01-02 14:00:00,0.0,53.0,3.6,3.2,2.6,91.0,0.0,2.4,315.0,397.720001,227.100006,DK2,,600.0,600.0,397.709991
2021-01-02 15:00:00,0.0,10.0,3.0,2.6,2.3,95.0,0.0,0.9,301.0,446.390015,327.179993,DK2,,446.369995,446.369995,446.369995
2021-01-02 16:00:00,0.0006848298296296,0.0,2.6,2.3,1.9,99.0,0.0,1.2,322.0,461.339996,361.329987,DK2,,461.320007,461.320007,461.320007
2021-01-02 17:00:00,0.0,0.0,1.9,1.0,0.5,100.0,0.0,2.2,342.0,469.380005,355.980011,DK2,,469.359985,469.359985,469.359985
2021-01-02 18:00:00,0.0,0.0,1.8,1.2,0.5,99.0,0.0,2.1,347.0,462.609985,271.220001,DK2,,462.589996,462.589996,462.589996
2021-01-02 19:00:00,0.0,0.0,1.6,1.3,0.7,94.0,0.0,1.9,353.0,446.679993,213.179993,DK2,,446.670013,446.670013,446.670013
2021-01-02 20:00:00,0.0034597384388888,0.0,1.6,1.2,0.8,96.0,0.0,2.5,346.0,409.480011,210.880005,DK2,,409.459991,409.459991,409.459991
2021-01-02 21:00:00,0.0,0.0,1.6,1.2,0.6,93.0,0.0,2.5,339.0,388.790009,204.630005,DK2,,388.779999,388.779999,388.779999
2021-01-02 22:00:00,0.0,0.0,1.3,0.8,0.0,97.0,0.0,1.9,318.0,360.519989,193.169998,DK2,,360.5,360.5,360.5
2021-01-02 23:00:00,0.0013420214388888,0.0,1.9,1.6,1.1,89.0,0.0,3.7,352.0,343.100006,189.820007,DK2,,343.089996,343.089996,343.089996
2021-01-03 00:00:00,0.0591140249824404,0.0,2.1,1.9,1.6,86.0,0.0,4.3,4.0,309.470001,184.089996,DK2,,309.459991,309.459991,309.459991
2021-01-03 01:00:00,0.1889764576311177,0.0,2.2,1.6,1.3,85.0,0.0,2.9,8.0,276.880005,178.729996,DK2,,276.869995,276.869995,276.869995
2021-01-03 02:00:00,0.2682803390753968,0.0,2.2,2.0,1.7,80.0,0.0,3.1,19.0,261.769989,176.869995,DK2,,261.76001,261.76001,261.76001
2021-01-03 03:00:00,0.1687806267513203,0.0,2.3,1.9,1.5,79.0,0.0,3.2,26.0,183.419998,174.940002,DK2,,183.410004,183.410004,183.410004
2021-01-03 04:00:00,0.1765212264412698,0.0,2.8,2.2,1.5,80.0,0.0,3.5,34.0,177.470001,177.169998,DK2,,177.460007,177.460007,177.460007
2021-01-03 05:00:00,0.2541979900696098,0.0,3.4,2.7,2.3,79.0,0.0,4.0,38.0,178.960007,178.509995,DK2,,178.949997,178.949997,178.949997
2021-01-03 06:00:00,0.2463597253234788,0.0,3.8,3.5,3.1,75.0,0.0,5.4,53.0,184.539993,184.240005,DK2,,171.139999,184.529999,171.139999
2021-01-03 07:00:00,0.2702878473768245,0.0,4.0,3.6,3.4,85.0,0.0,6.1,61.0,185.800003,185.729996,DK2,,163.699997,185.789993,163.699997
2021-01-03 08:00:00,0.3334852355433303,0.0,4.3,4.0,3.7,81.0,0.0,7.1,86.0,190.860001,190.559998,DK2,,163.699997,190.850006,163.699997
2021-01-03 09:00:00,0.5773326262639047,32.0,4.4,4.1,3.7,77.0,0.0,7.6,84.0,193.470001,193.240005,DK2,,163.699997,193.460007,163.699997
2021-01-03 10:00:00,0.5484160863123575,73.0,4.7,4.5,4.1,74.0,0.0,8.2,70.0,200.089996,193.690002,DK2,,163.699997,200.080002,163.699997
2021-01-03 11:00:00,0.8788825851251263,46.0,4.9,4.7,4.4,77.0,0.0,8.3,63.0,192.5,192.350006,DK2,,152.389999,192.490005,152.389999
2021-01-03 12:00:00,0.9619438883300168,97.0,5.1,4.8,4.5,77.0,0.0,8.3,67.0,192.199997,192.130005,DK2,,149.240005,192.190002,149.240005
2021-01-03 13:00:00,1.233447708506081,54.0,5.2,4.9,4.6,75.0,0.0,8.5,63.0,193.610001,193.470001,DK2,,149.240005,193.610001,149.240005
2021-01-03 14:00:00,1.7985594159353666,24.0,5.0,4.7,4.5,81.0,0.0,8.8,56.0,197.190002,197.259995,DK2,,152.789993,197.179993,152.789993
2021-01-03 15:00:00,1.5864152818585815,2.0,5.0,4.7,4.4,81.0,0.0,9.2,58.0,247.559998,209.320007,DK2,,171.139999,247.550003,171.139999
2021-01-03 16:00:00,1.4540778041491202,0.0,5.1,4.8,4.6,80.0,0.0,9.7,62.0,327.109985,212.960007,DK2,,327.089996,327.089996,327.089996
2021-01-03 17:00:00,1.386559384785985,0.0,5.0,4.6,4.3,78.0,0.0,10.7,72.0,322.570007,209.610001,DK2,,322.549988,322.549988,322.549988
2021-01-03 18:00:00,1.6960105906715657,0.0,4.9,4.7,4.4,74.0,0.0,10.5,70.0,207.75,206.039993,DK2,,207.740005,207.740005,207.740005
2021-01-03 19:00:00,1.8287185037380216,0.0,4.9,4.6,4.3,71.0,0.0,11.3,70.0,205.070007,202.25,DK2,,182.300003,205.070007,182.300003
2021-01-03 20:00:00,1.8211968065417004,0.0,4.5,4.0,3.7,83.0,0.0,10.7,57.0,201.199997,200.529999,DK2,,178.580002,201.199997,178.580002
2021-01-03 21:00:00,1.8372312248210647,0.0,4.5,4.2,3.9,80.0,0.0,10.1,61.0,194.809998,193.389999,DK2,,178.580002,194.800003,178.580002
2021-01-03 22:00:00,2.0350944006666327,0.0,4.5,3.9,3.2,85.0,0.1,10.2,57.0,185.429993,184.910004,DK2,,185.419998,185.419998,185.419998
2021-01-03 23:00:00,1.8857661465310056,0.0,4.0,3.5,3.3,91.0,0.6,10.0,50.0,183.5,182.600006,DK2,,148.809998,183.490005,148.809998
2021-01-04 00:00:00,1.87542049230218,0.0,3.5,3.2,3.0,90.0,0.1,10.3,48.0,178.960007,176.5,DK2,,148.809998,178.949997,148.809998
2021-01-04 01:00:00,1.837365246172333,0.0,3.8,3.5,3.2,84.0,0.1,9.8,46.0,177.690002,174.570007,DK2,,142.130005,177.679993,142.130005
2021-01-04 02:00:00,1.872794885763931,0.0,3.7,3.4,3.0,90.0,0.2,9.6,49.0,178.809998,175.309998,DK2,,142.130005,178.800003,142.130005
2021-01-04 03:00:00,1.807350116971452,0.0,3.7,3.3,3.0,90.0,0.1,9.7,49.0,182.899994,180.440002,DK2,,149.240005,182.889999,149.240005
2021-01-04 04:00:00,1.9606622061506316,0.0,3.8,3.2,2.3,92.0,0.6,9.5,62.0,192.279999,190.119995,DK2,,171.139999,192.270004,171.139999
2021-01-04 05:00:00,1.7241706604954443,0.0,3.5,3.1,2.7,89.0,0.1,9.1,59.0,209.910004,204.330002,DK2,,178.580002,209.899994,178.580002
2021-01-04 06:00:00,1.4015275346421128,0.0,3.8,3.4,2.6,84.0,0.1,8.8,59.0,370.26001,232.309998,DK2,,520.22998,520.22998,370.25
2021-01-04 07:00:00,1.0089899371341071,0.0,3.8,3.5,2.9,81.0,0.0,9.2,67.0,404.940002,341.910004,DK2,,1573.819946,1573.819946,404.920013
2021-01-04 08:00:00,0.9826257920969648,6.0,3.8,3.6,3.1,79.0,0.0,9.2,68.0,414.390015,361.480011,DK2,,1573.819946,1573.819946,414.369995
2021-01-04 09:00:00,1.0156618019618266,33.0,3.8,3.4,3.1,83.0,0.0,8.4,58.0,415.209991,377.709991,DK2,,500.0,500.0,415.190002
2021-01-04 10:00:00,1.0071397706315235,49.0,3.9,3.6,3.1,80.0,0.0,9.0,63.0,433.589996,379.040009,DK2,,433.570007,433.570007,433.570007
2021-01-04 11:00:00,0.906524690519436,52.0,4.0,3.7,3.3,75.0,0.0,9.3,69.0,428.01001,372.119995,DK2,,427.98999,427.98999,427.98999
2021-01-04 12:00:00,0.7487199190418188,70.0,4.0,3.8,3.5,72.0,0.0,9.3,71.0,420.640015,372.649994,DK2,,446.440002,446.440002,420.619995
2021-01-04 13:00:00,0.93436353137842,62.0,4.1,3.7,3.5,71.0,0.0,8.8,69.0,431.5,377.410004,DK2,,447.109985,447.109985,431.48999
2021-01-04 14:00:00,1.1043258909396592,19.0,3.8,3.6,3.4,71.0,0.0,8.2,69.0,431.799988,377.630005,DK2,,450.0,450.0,431.779999
2021-01-04 15:00:00,1.121629708883721,6.0,3.9,3.5,3.0,73.0,0.0,8.5,63.0,450.179993,379.040009,DK2,,453.880005,453.880005,450.160004
2021-01-04 16:00:00,0.8987639993611994,0.0,3.7,3.4,3.0,73.0,0.0,8.5,65.0,485.299988,431.429993,DK2,,491.089996,491.089996,485.279999
2021-01-04 17:00:00,0.720204368004706,0.0,3.7,3.1,2.8,75.0,0.0,8.2,57.0,446.829987,377.329987,DK2,,491.089996,491.089996,446.809998
2021-01-04 18:00:00,0.6507824365993019,0.0,3.6,3.1,2.7,77.0,0.0,8.2,55.0,399.799988,366.25,DK2,,470.0,470.0,399.790009
2021-01-04 19:00:00,0.8495830448591836,0.0,3.4,2.9,2.3,79.0,0.0,8.1,65.0,280.380005,258.720001,DK2,,372.040009,372.040009,280.369995
2021-01-04 20:00:00,0.5302940888213372,0.0,3.2,2.8,2.3,81.0,0.1,7.9,65.0,286.399994,245.630005,DK2,,319.790009,319.790009,286.390015
2021-01-04 21:00:00,0.53073606350443,0.0,3.0,2.6,2.3,85.0,0.0,7.9,56.0,230.300003,221.520004,DK2,,260.420013,260.420013,230.289993
2021-01-04 22:00:00,0.5592812525551221,0.0,2.8,2.6,2.1,85.0,0.0,7.5,56.0,203.509995,198.529999,DK2,,222.330002,222.330002,203.5
2021-01-04 23:00:00,0.5727811509180577,0.0,3.2,2.7,2.1,85.0,0.0,7.8,57.0,206.850006,202.240005,DK2,,206.850006,206.850006,206.850006
2021-01-05 00:00:00,0.4386350944195004,0.0,3.2,3.0,2.7,80.0,0.0,7.6,60.0,204.169998,200.080002,DK2,,204.169998,204.169998,204.169998
2021-01-05 01:00:00,0.8906243407103073,0.0,3.1,2.9,2.7,84.0,0.0,8.3,56.0,201.419998,198.220001,DK2,,201.419998,201.419998,201.419998
2021-01-05 02:00:00,1.020768573486431,0.0,3.4,3.1,2.9,83.0,0.0,8.1,57.0,201.869995,198.589996,DK2,,208.259995,208.259995,201.869995
2021-01-05 03:00:00,1.073776519943165,0.0,3.2,3.0,2.9,85.0,0.0,8.1,55.0,206.699997,202.539993,DK2,,208.259995,208.259995,206.699997
2021-01-05 04:00:00,0.9739438630639604,0.0,3.2,3.0,2.6,90.0,0.1,8.8,51.0,221.729996,214.809998,DK2,,234.300003,234.300003,221.729996
2021-01-05 05:00:00,0.942044379624917,0.0,3.2,2.9,2.7,93.0,0.0,9.0,57.0,266.130005,246.119995,DK2,,275.209991,275.209991,266.130005
2021-01-05 06:00:00,1.2925996161248483,0.0,3.4,3.1,2.8,88.0,0.1,8.8,56.0,398.970001,372.200012,DK2,,402.690002,402.690002,398.970001
2021-01-05 07:00:00,1.358536146991271,0.0,3.7,3.3,2.8,85.0,0.1,9.0,53.0,446.279999,412.440002,DK2,,497.269989,497.269989,446.279999
2021-01-05 08:00:00,1.1098382230710564,1.0,3.4,3.1,2.7,92.0,0.1,8.6,50.0,447.170013,414.820007,DK2,,497.269989,497.269989,447.170013
2021-01-05 09:00:00,0.9716199502961594,14.0,3.7,3.4,2.9,90.0,0.2,8.3,55.0,455.059998,408.48999,DK2,,520.659973,520.659973,455.059998
2021-01-05 10:00:00,0.6771857633025006,28.0,4.0,3.7,3.4,87.0,0.1,8.6,60.0,464.579987,411.769989,DK2,,600.0,600.0,464.579987
2021-01-05 11:00:00,0.8807606103692971,48.0,3.9,3.7,3.4,87.0,0.1,8.8,59.0,457.290009,413.549988,DK2,,600.0,600.0,457.290009
2021-01-05 12:00:00,0.7055331280400806,49.0,3.9,3.6,3.4,89.0,0.1,8.1,53.0,463.309998,417.869995,DK2,,647.109985,647.109985,463.309998
2021-01-05 13:00:00,0.9451911930555604,49.0,4.0,3.6,3.2,89.0,0.0,8.2,49.0,461.450012,413.329987,DK2,,647.109985,647.109985,461.450012
2021-01-05 14:00:00,0.9366545803811828,34.0,4.1,3.8,3.4,84.0,0.1,8.7,48.0,464.950012,421.440002,DK2,,562.309998,562.309998,464.950012
2021-01-05 15:00:00,1.0515703758886277,4.0,4.0,3.7,3.4,88.0,0.2,8.9,44.0,477.970001,431.549988,DK2,,557.849976,557.849976,477.970001
2021-01-05 16:00:00,1.4655862555417845,0.0,4.1,3.9,3.6,89.0,0.1,8.3,36.0,487.929993,431.549988,DK2,,557.849976,557.849976,487.929993
2021-01-05 17:00:00,1.951979547522458,0.0,4.1,3.8,3.5,99.0,0.7,8.5,35.0,447.25,406.859985,DK2,,647.109985,647.109985,447.25
2021-01-05 18:00:00,1.9701642641332155,0.0,4.3,4.0,3.7,98.0,0.4,9.4,38.0,406.559998,397.559998,DK2,,647.109985,647.109985,406.559998
2021-01-05 19:00:00,1.7848911692992928,0.0,4.4,4.1,3.9,99.0,0.4,9.6,36.0,303.320007,270.0,DK2,,647.109985,647.109985,303.320007
2021-01-05 20:00:00,1.674046002615042,0.0,4.7,4.3,4.1,99.0,0.4,8.9,33.0,294.540009,275.799988,DK2,,647.109985,647.109985,294.540009
2021-01-05 21:00:00,2.0671386476036337,0.0,4.6,4.3,4.1,92.0,0.4,9.6,36.0,238.460007,234.589996,DK2,,479.51001,479.51001,238.460007
2021-01-05 22:00:00,1.5687705454639604,0.0,4.3,3.9,3.4,91.0,1.4,11.1,38.0,217.259995,214.210007,DK2,,290.079987,290.079987,217.259995
2021-01-05 23:00:00,1.8064553686795792,0.0,3.6,3.1,2.5,95.0,1.4,10.9,36.0,221.880005,219.570007,DK2,,260.329987,260.329987,221.880005
2021-01-06 00:00:00,2.0390583884255555,0.0,3.3,3.0,2.6,100.0,1.5,9.6,34.0,213.619995,211.690002,DK2,,260.329987,260.329987,213.619995
2021-01-06 01:00:00,2.011692040920476,0.0,3.5,3.1,2.8,100.0,1.8,10.1,42.0,209.080002,205.440002,DK2,,260.329987,260.329987,209.080002
2021-01-06 02:00:00,1.387307212180097,0.0,3.1,2.8,2.6,100.0,0.9,9.6,51.0,208.119995,203.729996,DK2,,252.889999,252.889999,208.119995
2021-01-06 03:00:00,1.518342088676347,0.0,3.4,3.1,2.8,100.0,1.1,8.9,48.0,209.449997,205.589996,DK2,,275.209991,275.209991,209.449997
2021-01-06 04:00:00,1.4077424846660884,0.0,3.7,3.5,3.2,99.0,1.0,9.6,53.0,215.699997,212.130005,DK2,,275.209991,275.209991,215.699997
2021-01-06 05:00:00,1.0752932740439225,0.0,3.9,3.5,3.1,99.0,0.6,8.5,51.0,228.5,223.880005,DK2,,297.519989,297.519989,228.5
2021-01-06 06:00:00,1.1048549100231482,0.0,4.1,3.9,3.7,98.0,0.4,8.8,62.0,264.350006,253.119995,DK2,,297.519989,297.519989,264.350006
2021-01-06 07:00:00,1.176536114376692,0.0,4.0,3.9,3.7,94.0,0.3,9.2,67.0,291.420013,285.470001,DK2,,520.659973,520.659973,291.420013
2021-01-06 08:00:00,0.6984794337811652,2.0,4.0,3.7,3.3,94.0,0.5,8.4,76.0,311.5,294.769989,DK2,,520.659973,520.659973,311.5
2021-01-06 09:00:00,0.2488368453262187,8.0,3.7,3.2,3.0,100.0,0.5,6.3,88.0,342.670013,320.279999,DK2,,491.429993,491.429993,342.670013
2021-01-06 10:00:00,0.1555070685201719,17.0,3.3,2.9,2.6,99.0,0.7,6.2,97.0,336.720001,322.880005,DK2,,542.969971,542.969971,336.720001
2021-01-06 11:00:00,0.2014451248236904,30.0,3.2,2.9,2.7,98.0,0.4,5.9,92.0,343.709991,334.859985,DK2,,570.309998,570.309998,343.709991
2021-01-06 12:00:00,0.214668314034947,40.0,3.3,3.1,2.9,96.0,0.1,6.1,91.0,352.190002,335.230011,DK2,,570.51001,570.51001,352.190002
2021-01-06 13:00:00,0.1366450001747685,36.0,3.2,3.0,2.8,94.0,0.4,6.1,89.0,381.640015,357.100006,DK2,,571.940002,571.940002,381.640015
2021-01-06 14:00:00,0.0598557633667989,18.0,3.4,3.2,3.0,91.0,0.1,5.9,88.0,408.350006,393.470001,DK2,,571.780029,571.780029,408.350006
2021-01-06 15:00:00,0.099249162792791,3.0,3.6,3.4,3.2,87.0,0.0,6.0,89.0,434.380005,414.73999,DK2,,595.039978,595.039978,434.380005
2021-01-06 16:00:00,0.0639829445295634,0.0,3.6,3.4,3.1,84.0,0.0,6.3,91.0,445.76001,414.890015,DK2,,906.859985,906.859985,445.76001
2021-01-06 17:00:00,0.0736015425583994,0.0,3.6,3.4,3.2,83.0,0.0,5.7,95.0,414.070007,405.450012,DK2,,788.429993,788.429993,414.070007
2021-01-06 18:00:00,0.1035058216902447,0.0,3.5,3.3,3.0,85.0,0.0,5.6,100.0,373.76001,343.339996,DK2,,624.789978,624.789978,373.76001
2021-01-06 19:00:00,0.0640398181119047,0.0,3.3,3.1,2.9,87.0,0.0,5.0,99.0,296.329987,290.970001,DK2,,624.789978,624.789978,296.329987
2021-01-06 20:00:00,0.0556523035935515,0.0,3.1,2.9,2.7,92.0,0.0,4.5,105.0,297.0,290.679993,DK2,,624.789978,624.789978,297.0
2021-01-06 21:00:00,0.0388504656813492,0.0,3.0,2.9,2.7,92.0,0.0,4.0,110.0,287.850006,279.73999,DK2,,483.470001,483.470001,287.850006
2021-01-06 22:00:00,0.0138063656095238,0.0,2.9,2.7,2.6,94.0,0.0,3.4,113.0,241.740005,231.619995,DK2,,483.470001,483.470001,241.740005
2021-01-06 23:00:00,0.0,0.0,2.8,2.6,2.4,98.0,0.0,3.0,112.0,320.440002,295.369995,DK2,,639.320007,639.320007,320.440002
2021-01-07 00:00:00,0.0,0.0,2.8,2.7,2.5,94.0,0.1,2.6,98.0,304.230011,286.149994,DK2,,438.859985,438.859985,304.230011
2021-01-07 01:00:00,0.0259793127878968,0.0,2.8,2.6,2.3,96.0,0.1,3.1,109.0,291.51001,278.859985,DK2,,320.609985,320.609985,291.51001
2021-01-07 02:00:00,0.0777078409113095,0.0,2.9,2.7,2.3,88.0,0.0,3.2,105.0,295.899994,282.799988,DK2,,295.899994,295.899994,295.899994
2021-01-07 03:00:00,0.039619893231746,0.0,2.9,2.7,2.5,86.0,0.0,3.1,114.0,307.049988,288.75,DK2,,271.5,307.049988,271.5
2021-01-07 04:00:00,0.0491876899051587,0.0,3.0,2.7,2.5,85.0,0.0,2.7,117.0,338.73999,329.0,DK2,,304.970001,338.73999,304.970001
2021-01-07 05:00:00,0.0303997844051587,0.0,2.9,2.7,2.4,85.0,0.0,2.0,113.0,416.320007,390.880005,DK2,,416.320007,416.320007,416.320007
2021-01-07 06:00:00,0.0,0.0,2.8,2.6,2.5,85.0,0.0,1.5,100.0,504.320007,453.959991,DK2,,504.320007,504.320007,504.320007
2021-01-07 07:00:00,0.0,0.0,2.7,2.5,2.2,86.0,0.0,0.6,50.0,643.48999,568.289978,DK2,,643.48999,643.48999,643.48999
2021-01-07 08:00:00,0.0,0.0,2.5,2.2,2.0,93.0,0.0,0.4,4.0,623.780029,561.590027,DK2,,632.26001,632.26001,623.780029
2021-01-07 09:00:00,0.0,5.0,2.5,2.3,2.1,89.0,0.0,0.7,175.0,613.210022,578.030029,DK2,,632.26001,632.26001,613.210022
2021-01-07 10:00:00,0.0,13.0,2.3,1.9,1.6,100.0,0.0,1.5,306.0,639.619995,595.440002,DK2,,642.869995,642.869995,639.619995
2021-01-07 11:00:00,0.0,25.0,2.1,1.9,1.7,100.0,0.0,1.2,305.0,630.099976,579.369995,DK2,,632.26001,632.26001,630.099976
2021-01-07 12:00:00,0.0,33.0,2.2,2.0,1.8,100.0,0.0,0.3,260.0,612.099976,574.390015,DK2,,632.26001,632.26001,612.099976
2021-01-07 13:00:00,0.0,57.0,2.4,2.1,1.9,98.0,0.0,0.0,0.0,584.799988,574.390015,DK2,,632.26001,632.26001,584.799988
2021-01-07 14:00:00,0.0,29.0,2.4,2.2,2.1,98.0,0.0,0.7,309.0,606.73999,591.419983,DK2,,606.73999,606.73999,606.73999
2021-01-07 15:00:00,0.0,5.0,2.4,2.2,1.8,99.0,0.0,0.9,1.0,667.070007,631.51001,DK2,,667.070007,667.070007,667.070007
2021-01-07 16:00:00,0.0,0.0,1.9,1.5,1.3,100.0,0.0,1.8,75.0,743.830017,678.820007,DK2,,357.040009,743.830017,357.040009
2021-01-07 17:00:00,0.0,0.0,1.4,1.0,0.7,100.0,0.2,1.3,3.0,672.650024,617.450012,DK2,,357.040009,672.650024,357.040009
2021-01-07 18:00:00,0.0,0.0,1.2,1.0,0.6,100.0,0.0,1.8,349.0,597.150024,533.099976,DK2,,357.040009,597.150024,357.040009
2021-01-07 19:00:00,0.0,0.0,1.3,1.2,1.0,100.0,0.0,1.8,355.0,496.880005,458.720001,DK2,,357.040009,496.880005,357.040009
2021-01-07 20:00:00,0.0,0.0,1.6,1.4,1.2,100.0,0.0,1.9,352.0,441.309998,412.450012,DK2,,352.049988,441.309998,352.049988
2021-01-07 21:00:00,0.0,0.0,1.6,1.2,1.0,100.0,0.1,2.2,358.0,433.359985,398.769989,DK2,,433.359985,433.359985,433.359985
2021-01-07 22:00:00,0.0,0.0,1.5,1.3,0.9,100.0,0.2,2.0,349.0,388.649994,372.290009,DK2,,388.649994,388.649994,388.649994
