Slot Id,Time slot,Imbalance,Imbalance price,Direction,DA price,Wind,Biomass,Fossil Gas,Fossil Hard Coal,Fossil Oil,Solar,Waste
578,07.06.2025 00:15 - 07.06.2025 00:30,-7,471.81,-1,87.62,909,229.08,146.03,143.67,28.97,4.26,113.09
579,07.06.2025 00:30 - 07.06.2025 00:45,-7,40.71,-1,87.62,878,229.08,146.03,143.67,28.97,4.26,113.09
580,07.06.2025 00:45 - 07.06.2025 01:00,-7,9.57,-1,87.62,867,229.08,146.03,143.67,28.97,4.26,113.09
581,07.06.2025 01:00 - 07.06.2025 01:15,-6,7,-1,83.5,893,217.05,111.57,126.43,24.87,4.38,109.59
582,07.06.2025 01:15 - 07.06.2025 01:30,-6,6.26,-1,83.5,854,217.05,111.57,126.43,24.87,4.38,109.59
583,07.06.2025 01:30 - 07.06.2025 01:45,-6,47,-1,83.5,864,217.05,111.57,126.43,24.87,4.38,109.59
584,07.06.2025 01:45 - 07.06.2025 02:00,-6,42.58,-1,83.5,880,217.05,111.57,126.43,24.87,4.38,109.59
585,07.06.2025 02:00 - 07.06.2025 02:15,-25,6,-1,78.02,890,179.18,110.25,128.26,25.22,3.53,111.62
586,07.06.2025 02:15 - 07.06.2025 02:30,-25,8,-1,78.02,911,179.18,110.25,128.26,25.22,3.53,111.62
587,07.06.2025 02:30 - 07.06.2025 02:45,-25,21.5,-1,78.02,899,179.18,110.25,128.26,25.22,3.53,111.62
588,07.06.2025 02:45 - 07.06.2025 03:00,-25,35.12,-1,78.02,840,179.18,110.25,128.26,25.22,3.53,111.62
589,07.06.2025 03:00 - 07.06.2025 03:15,14,12,1,81.89,757,188.47,112.22,129.36,25.43,3.68,112.45
590,07.06.2025 03:15 - 07.06.2025 03:30,14,81.89,1,81.89,698,188.47,112.22,129.36,25.43,3.68,112.45
591,07.06.2025 03:30 - 07.06.2025 03:45,14,81.89,1,81.89,700,188.47,112.22,129.36,25.43,3.68,112.45
592,07.06.2025 03:45 - 07.06.2025 04:00,14,0.76,1,81.89,666,188.47,112.22,129.36,25.43,3.68,112.45
593,07.06.2025 04:00 - 07.06.2025 04:15,30,82.27,1,82.27,559,212.17,109.97,120.97,23.78,8.3,111.59
594,07.06.2025 04:15 - 07.06.2025 04:30,30,116.29,1,82.27,510,212.17,109.97,120.97,23.78,8.3,111.59
595,07.06.2025 04:30 - 07.06.2025 04:45,30,175.08,1,82.27,471,212.17,109.97,120.97,23.78,8.3,111.59
596,07.06.2025 04:45 - 07.06.2025 05:00,30,192.88,1,82.27,446,212.17,109.97,120.97,23.78,8.3,111.59
597,07.06.2025 05:00 - 07.06.2025 05:15,64,81.99,1,81.99,437,207.66,111.58,122.83,24.15,119.06,111.43
598,07.06.2025 05:15 - 07.06.2025 05:30,64,31.1,1,81.99,400,207.66,111.58,122.83,24.15,119.06,111.43
599,07.06.2025 05:30 - 07.06.2025 05:45,64,47.87,1,81.99,363,207.66,111.58,122.83,24.15,119.06,111.43
600,07.06.2025 05:45 - 07.06.2025 06:00,64,81.99,1,81.99,304,207.66,111.58,122.83,24.15,119.06,111.43
601,07.06.2025 06:00 - 07.06.2025 06:15,-25,85.47,-1,85.47,286,203.66,116.23,130.95,25.74,342.91,111.67
602,07.06.2025 06:15 - 07.06.2025 06:30,-25,29.9,-1,85.47,247,203.66,116.23,130.95,25.74,342.91,111.67
603,07.06.2025 06:30 - 07.06.2025 06:45,-25,85.47,-1,85.47,221,203.66,116.23,130.95,25.74,342.91,111.67
604,07.06.2025 06:45 - 07.06.2025 07:00,-25,8.2,-1,85.47,197,203.66,116.23,130.95,25.74,342.91,111.67
605,07.06.2025 07:00 - 07.06.2025 07:15,-39,53.39,-1,86.74,201,226.01,117.23,134.57,26.45,809.15,112.2
606,07.06.2025 07:15 - 07.06.2025 07:30,-39,53.39,-1,86.74,186,226.01,117.23,134.57,26.45,809.15,112.2
607,07.06.2025 07:30 - 07.06.2025 07:45,-39,53.39,-1,86.74,171,226.01,117.23,134.57,26.45,809.15,112.2
608,07.06.2025 07:45 - 07.06.2025 08:00,-39,31.1,-1,86.74,167,226.01,117.23,134.57,26.45,809.15,112.2
609,07.06.2025 08:00 - 07.06.2025 08:15,10,-8,1,79.87,148,154,123.33,144.02,28.3,1447.15,111.03
610,07.06.2025 08:15 - 07.06.2025 08:30,10,79.87,1,79.87,133,154,123.33,144.02,28.3,1447.15,111.03
611,07.06.2025 08:30 - 07.06.2025 08:45,10,26.81,1,79.87,121,154,123.33,144.02,28.3,1447.15,111.03
612,07.06.2025 08:45 - 07.06.2025 09:00,10,-6,1,79.87,110,154,123.33,144.02,28.3,1447.15,111.03
613,07.06.2025 09:00 - 07.06.2025 09:15,11,-11.19,1,65.3,102,132.55,115.5,135.89,26.72,1903.36,110.41
614,07.06.2025 09:15 - 07.06.2025 09:30,11,0,1,65.3,92,132.55,115.5,135.89,26.72,1903.36,110.41
615,07.06.2025 09:30 - 07.06.2025 09:45,11,-17.15,1,65.3,83,132.55,115.5,135.89,26.72,1903.36,110.41
616,07.06.2025 09:45 - 07.06.2025 10:00,11,16.67,1,65.3,78,132.55,115.5,135.89,26.72,1903.36,110.41
617,07.06.2025 10:00 - 07.06.2025 10:15,32,-7.25,1,30.53,77,69.09,122.06,149.81,29.43,2236.64,110.04
618,07.06.2025 10:15 - 07.06.2025 10:30,32,-24.32,1,30.53,75,69.09,122.06,149.81,29.43,2236.64,110.04
619,07.06.2025 10:30 - 07.06.2025 10:45,32,-32.96,1,30.53,73,69.09,122.06,149.81,29.43,2236.64,110.04
620,07.06.2025 10:45 - 07.06.2025 11:00,32,-15.73,1,30.53,75,69.09,122.06,149.81,29.43,2236.64,110.04
621,07.06.2025 11:00 - 07.06.2025 11:15,5,-8.83,1,9.44,76,56.06,126.91,158.09,31.06,2488.19,110.09
622,07.06.2025 11:15 - 07.06.2025 11:30,5,1.86,1,9.44,79,56.06,126.91,158.09,31.06,2488.19,110.09
623,07.06.2025 11:30 - 07.06.2025 11:45,5,9.44,1,9.44,80,56.06,126.91,158.09,31.06,2488.19,110.09
624,07.06.2025 11:45 - 07.06.2025 12:00,5,0.19,1,9.44,83,56.06,126.91,158.09,31.06,2488.19,110.09
625,07.06.2025 12:00 - 07.06.2025 12:15,-34,-14.5,-1,1.19,86,55.6,110.66,111.92,22.01,2175.02,106.87
626,07.06.2025 12:15 - 07.06.2025 12:30,-34,-6,-1,1.19,94,55.6,110.66,111.92,22.01,2175.02,106.87
627,07.06.2025 12:30 - 07.06.2025 12:45,-34,-6,-1,1.19,102,55.6,110.66,111.92,22.01,2175.02,106.87
628,07.06.2025 12:45 - 07.06.2025 13:00,-34,-5.61,-1,1.19,110,55.6,110.66,111.92,22.01,2175.02,106.87
629,07.06.2025 13:00 - 07.06.2025 13:15,-11,-10.91,-1,0,116,54.89,103.61,107.94,21.23,1889.86,105.83
630,07.06.2025 13:15 - 07.06.2025 13:30,-11,0,-1,0,122,54.89,103.61,107.94,21.23,1889.86,105.83
631,07.06.2025 13:30 - 07.06.2025 13:45,-11,-1,-1,0,130,54.89,103.61,107.94,21.23,1889.86,105.83
632,07.06.2025 13:45 - 07.06.2025 14:00,-11,67.03,-1,0,136,54.89,103.61,107.94,21.23,1889.86,105.83
633,07.06.2025 14:00 - 07.06.2025 14:15,2,-17.29,1,-0.01,138,54.87,102.54,107.33,21.11,1625.96,105.38
634,07.06.2025 14:15 - 07.06.2025 14:30,2,-0.64,1,-0.01,140,54.87,102.54,107.33,21.11,1625.96,105.38
635,07.06.2025 14:30 - 07.06.2025 14:45,2,67.03,1,-0.01,144,54.87,102.54,107.33,21.11,1625.96,105.38
636,07.06.2025 14:45 - 07.06.2025 15:00,2,-2.92,1,-0.01,147,54.87,102.54,107.33,21.11,1625.96,105.38
637,07.06.2025 15:00 - 07.06.2025 15:15,2,-0.43,1,-0.43,151,52.5,95.82,104.84,20.62,1508.62,107.25
638,07.06.2025 15:15 - 07.06.2025 15:30,2,-0.43,1,-0.43,156,52.5,95.82,104.84,20.62,1508.62,107.25
639,07.06.2025 15:30 - 07.06.2025 15:45,2,-0.43,1,-0.43,161,52.5,95.82,104.84,20.62,1508.62,107.25
640,07.06.2025 15:45 - 07.06.2025 16:00,2,-0.43,1,-0.43,164,52.5,95.82,104.84,20.62,1508.62,107.25
641,07.06.2025 16:00 - 07.06.2025 16:15,-37,-0.46,-1,-0.46,164,55.9,97.01,107.58,23.56,1170.77,107.19
642,07.06.2025 16:15 - 07.06.2025 16:30,-37,-0.46,-1,-0.46,162,55.9,97.01,107.58,23.56,1170.77,107.19
643,07.06.2025 16:30 - 07.06.2025 16:45,-37,-0.46,-1,-0.46,159,55.9,97.01,107.58,23.56,1170.77,107.19
644,07.06.2025 16:45 - 07.06.2025 17:00,-37,-0.46,-1,-0.46,157,55.9,97.01,107.58,23.56,1170.77,107.19
645,07.06.2025 17:00 - 07.06.2025 17:15,70,558.61,1,27.98,160,69.02,112.66,125.22,32.3,910.43,111.15
646,07.06.2025 17:15 - 07.06.2025 17:30,70,216.59,1,27.98,158,69.02,112.66,125.22,32.3,910.43,111.15
647,07.06.2025 17:30 - 07.06.2025 17:45,70,9.79,1,27.98,157,69.02,112.66,125.22,32.3,910.43,111.15
648,07.06.2025 17:45 - 07.06.2025 18:00,70,27.98,1,27.98,156,69.02,112.66,125.22,32.3,910.43,111.15
649,07.06.2025 18:00 - 07.06.2025 18:15,16,69.04,1,69.04,152,123.43,119.5,129.19,33.72,632.17,110.79
650,07.06.2025 18:15 - 07.06.2025 18:30,16,7.2,1,69.04,148,123.43,119.5,129.19,33.72,632.17,110.79
651,07.06.2025 18:30 - 07.06.2025 18:45,16,61.07,1,69.04,146,123.43,119.5,129.19,33.72,632.17,110.79
652,07.06.2025 18:45 - 07.06.2025 19:00,16,0.13,1,69.04,146,123.43,119.5,129.19,33.72,632.17,110.79
653,07.06.2025 19:00 - 07.06.2025 19:15,7,9.08,1,85.02,147,222.16,133.34,135.46,35.34,409.13,113.63
654,07.06.2025 19:15 - 07.06.2025 19:30,7,4.8,1,85.02,152,222.16,133.34,135.46,35.34,409.13,113.63
655,07.06.2025 19:30 - 07.06.2025 19:45,7,29.16,1,85.02,157,222.16,133.34,135.46,35.34,409.13,113.63
656,07.06.2025 19:45 - 07.06.2025 20:00,7,47.67,1,85.02,163,222.16,133.34,135.46,35.34,409.13,113.63
657,07.06.2025 20:00 - 07.06.2025 20:15,-62,421.91,-1,109.9,170,259.77,145.43,139.05,35.85,179.41,114.16
658,07.06.2025 20:15 - 07.06.2025 20:30,-62,227.89,-1,109.9,179,259.77,145.43,139.05,35.85,179.41,114.16
659,07.06.2025 20:30 - 07.06.2025 20:45,-62,799.9,-1,109.9,189,259.77,145.43,139.05,35.85,179.41,114.16
660,07.06.2025 20:45 - 07.06.2025 21:00,-62,109.9,-1,109.9,201,259.77,145.43,139.05,35.85,179.41,114.16
661,07.06.2025 21:00 - 07.06.2025 21:15,-21,718.37,-1,110.27,211,262.45,135.72,135.44,28.89,37.67,113.55
662,07.06.2025 21:15 - 07.06.2025 21:30,-21,110.27,-1,110.27,221,262.45,135.72,135.44,28.89,37.67,113.55
663,07.06.2025 21:30 - 07.06.2025 21:45,-21,201.51,-1,110.27,231,262.45,135.72,135.44,28.89,37.67,113.55
664,07.06.2025 21:45 - 07.06.2025 22:00,-21,110.27,-1,110.27,243,262.45,135.72,135.44,28.89,37.67,113.55
665,07.06.2025 22:00 - 07.06.2025 22:15,-27,325.91,-1,98.02,258,261.02,162.48,143.91,28.29,0.38,113.55
666,07.06.2025 22:15 - 07.06.2025 22:30,-27,334.88,-1,98.02,283,261.02,162.48,143.91,28.29,0.38,113.55
667,07.06.2025 22:30 - 07.06.2025 22:45,-27,266.11,-1,98.02,315,261.02,162.48,143.91,28.29,0.38,113.55
668,07.06.2025 22:45 - 07.06.2025 23:00,-27,98.02,-1,98.02,342,261.02,162.48,143.91,28.29,0.38,113.55
669,07.06.2025 23:00 - 07.06.2025 23:15,-34,80.1,-1,80.1,360,206.48,123.12,128.46,26.43,0.01,112.2
670,07.06.2025 23:15 - 07.06.2025 23:30,-34,80.1,-1,80.1,374,206.48,123.12,128.46,26.43,0.01,112.2
671,07.06.2025 23:30 - 07.06.2025 23:45,-34,20.39,-1,80.1,133,206.48,123.12,128.46,26.43,0.01,112.2
672,07.06.2025 23:45 - 08.06.2025 00:00,-34,25.94,-1,80.1,119,206.48,123.12,128.46,26.43,0.01,112.2
673,08.06.2025 00:00 - 08.06.2025 00:15,-30,92.89,-1,92.89,119,244.54,118.79,128.62,25.8,0.01,112.7
674,08.06.2025 00:15 - 08.06.2025 00:30,-30,92.89,-1,92.89,141,244.54,118.79,128.62,25.8,0.01,112.7
675,08.06.2025 00:30 - 08.06.2025 00:45,-30,92.89,-1,92.89,150,244.54,118.79,128.62,25.8,0.01,112.7
676,08.06.2025 00:45 - 08.06.2025 01:00,-30,92.89,-1,92.89,155,244.54,118.79,128.62,25.8,0.01,112.7
677,08.06.2025 01:00 - 08.06.2025 01:15,8,400,1,83.01,177,220.03,131.49,131.24,25.82,0.07,112.93
678,08.06.2025 01:15 - 08.06.2025 01:30,8,192.78,1,83.01,214,220.03,131.49,131.24,25.82,0.07,112.93
679,08.06.2025 01:30 - 08.06.2025 01:45,8,234.6,1,83.01,227,220.03,131.49,131.24,25.82,0.07,112.93
680,08.06.2025 01:45 - 08.06.2025 02:00,8,113.63,1,83.01,250,220.03,131.49,131.24,25.82,0.07,112.93
681,08.06.2025 02:00 - 08.06.2025 02:15,-11,76.87,-1,76.87,246,160.91,113.05,126.83,24.97,0.03,112.31
682,08.06.2025 02:15 - 08.06.2025 02:30,-11,-0.52,-1,76.87,230,160.91,113.05,126.83,24.97,0.03,112.31
683,08.06.2025 02:30 - 08.06.2025 02:45,-11,76.87,-1,76.87,226,160.91,113.05,126.83,24.97,0.03,112.31
684,08.06.2025 02:45 - 08.06.2025 03:00,-11,76.87,-1,76.87,249,160.91,113.05,126.83,24.97,0.03,112.31
685,08.06.2025 03:00 - 08.06.2025 03:15,20,3.91,1,69.74,241,145.26,110.62,123.13,24.24,0.03,109.02
686,08.06.2025 03:15 - 08.06.2025 03:30,20,69.74,1,69.74,226,145.26,110.62,123.13,24.24,0.03,109.02
687,08.06.2025 03:30 - 08.06.2025 03:45,20,6.6,1,69.74,202,145.26,110.62,123.13,24.24,0.03,109.02
688,08.06.2025 03:45 - 08.06.2025 04:00,20,69.74,1,69.74,184,145.26,110.62,123.13,24.24,0.03,109.02
689,08.06.2025 04:00 - 08.06.2025 04:15,90,67.02,1,67.02,148,136.07,108.9,118.47,23.31,1.47,107.56
690,08.06.2025 04:15 - 08.06.2025 04:30,90,67.02,1,67.02,148,136.07,108.9,118.47,23.31,1.47,107.56
691,08.06.2025 04:30 - 08.06.2025 04:45,90,67.02,1,67.02,154,136.07,108.9,118.47,23.31,1.47,107.56
692,08.06.2025 04:45 - 08.06.2025 05:00,90,67.02,1,67.02,132,136.07,108.9,118.47,23.31,1.47,107.56
693,08.06.2025 05:00 - 08.06.2025 05:15,77,55.63,1,55.63,125,117.54,100.4,109.42,21.55,57.2,106.57
694,08.06.2025 05:15 - 08.06.2025 05:30,77,-47.12,1,55.63,144,117.54,100.4,109.42,21.55,57.2,106.57
695,08.06.2025 05:30 - 08.06.2025 05:45,77,-40.71,1,55.63,103,117.54,100.4,109.42,21.55,57.2,106.57
696,08.06.2025 05:45 - 08.06.2025 06:00,77,2.41,1,55.63,65,117.54,100.4,109.42,21.55,57.2,106.57
697,08.06.2025 06:00 - 08.06.2025 06:15,-9,-21.13,-1,37.94,49,111.06,95.35,105,20.69,260.8,106.89
698,08.06.2025 06:15 - 08.06.2025 06:30,-9,37.94,-1,37.94,37,111.06,95.35,105,20.69,260.8,106.89
699,08.06.2025 06:30 - 08.06.2025 06:45,-9,37.94,-1,37.94,32,111.06,95.35,105,20.69,260.8,106.89
700,08.06.2025 06:45 - 08.06.2025 07:00,-9,37.94,-1,37.94,23,111.06,95.35,105,20.69,260.8,106.89
701,08.06.2025 07:00 - 08.06.2025 07:15,19,-3,1,3.62,17,69.36,106.12,109.89,21.65,511.2,105.02
702,08.06.2025 07:15 - 08.06.2025 07:30,19,-12.83,1,3.62,12,69.36,106.12,109.89,21.65,511.2,105.02
703,08.06.2025 07:30 - 08.06.2025 07:45,19,-8.31,1,3.62,10,69.36,106.12,109.89,21.65,511.2,105.02
704,08.06.2025 07:45 - 08.06.2025 08:00,19,-5,1,3.62,13,69.36,106.12,109.89,21.65,511.2,105.02
705,08.06.2025 08:00 - 08.06.2025 08:15,-9,-2,-1,1.22,13,55.64,100.22,99.19,19.56,778.6,105.01
706,08.06.2025 08:15 - 08.06.2025 08:30,-9,-4,-1,1.22,12,55.64,100.22,99.19,19.56,778.6,105.01
707,08.06.2025 08:30 - 08.06.2025 08:45,-9,1.22,-1,1.22,12,55.64,100.22,99.19,19.56,778.6,105.01
708,08.06.2025 08:45 - 08.06.2025 09:00,-9,1.22,-1,1.22,11,55.64,100.22,99.19,19.56,778.6,105.01
709,08.06.2025 09:00 - 08.06.2025 09:15,22,0.62,1,0.98,12,66.37,90.87,98.93,19.49,861.06,105.77
710,08.06.2025 09:15 - 08.06.2025 09:30,22,0,1,0.98,12,66.37,90.87,98.93,19.49,861.06,105.77
711,08.06.2025 09:30 - 08.06.2025 09:45,22,0,1,0.98,14,66.37,90.87,98.93,19.49,861.06,105.77
712,08.06.2025 09:45 - 08.06.2025 10:00,22,0,1,0.98,18,66.37,90.87,98.93,19.49,861.06,105.77
713,08.06.2025 10:00 - 08.06.2025 10:15,61,-2,1,0.06,26,69.85,96.53,96.95,19.11,964.47,105.86
714,08.06.2025 10:15 - 08.06.2025 10:30,61,-1,1,0.06,36,69.85,96.53,96.95,19.11,964.47,105.86
715,08.06.2025 10:30 - 08.06.2025 10:45,61,-0.3,1,0.06,47,69.85,96.53,96.95,19.11,964.47,105.86
716,08.06.2025 10:45 - 08.06.2025 11:00,61,-0.1,1,0.06,59,69.85,96.53,96.95,19.11,964.47,105.86
717,08.06.2025 11:00 - 08.06.2025 11:15,-20,-0.48,-1,-0.48,70,71.13,89.36,96.11,18.95,926.46,104.87
718,08.06.2025 11:15 - 08.06.2025 11:30,-20,-0.48,-1,-0.48,89,71.13,89.36,96.11,18.95,926.46,104.87
719,08.06.2025 11:30 - 08.06.2025 11:45,-20,-0.48,-1,-0.48,112,71.13,89.36,96.11,18.95,926.46,104.87
720,08.06.2025 11:45 - 08.06.2025 12:00,-20,-0.48,-1,-0.48,131,71.13,89.36,96.11,18.95,926.46,104.87
721,08.06.2025 12:00 - 08.06.2025 12:15,-21,0.3,-1,0.3,137,70.85,97.09,98.78,19.46,1364.82,102.73
722,08.06.2025 12:15 - 08.06.2025 12:30,-21,0.3,-1,0.3,128,70.85,97.09,98.78,19.46,1364.82,102.73
723,08.06.2025 12:30 - 08.06.2025 12:45,-21,-5.36,-1,0.3,120,70.85,97.09,98.78,19.46,1364.82,102.73
724,08.06.2025 12:45 - 08.06.2025 13:00,-21,-1,-1,0.3,117,70.85,97.09,98.78,19.46,1364.82,102.73
725,08.06.2025 13:00 - 08.06.2025 13:15,7,1,1,1,122,70.78,102.35,99.63,19.63,1616.26,95.09
726,08.06.2025 13:15 - 08.06.2025 13:30,7,-0.1,1,1,141,70.78,102.35,99.63,19.63,1616.26,95.09
727,08.06.2025 13:30 - 08.06.2025 13:45,7,-1,1,1,174,70.78,102.35,99.63,19.63,1616.26,95.09
728,08.06.2025 13:45 - 08.06.2025 14:00,7,-2,1,1,209,70.78,102.35,99.63,19.63,1616.26,95.09
729,08.06.2025 14:00 - 08.06.2025 14:15,-2,-0.1,-1,0.97,234,69.74,99.77,97.37,19.18,1507.72,95.47
730,08.06.2025 14:15 - 08.06.2025 14:30,-2,-0.26,-1,0.97,258,69.74,99.77,97.37,19.18,1507.72,95.47
731,08.06.2025 14:30 - 08.06.2025 14:45,-2,-0.1,-1,0.97,289,69.74,99.77,97.37,19.18,1507.72,95.47
732,08.06.2025 14:45 - 08.06.2025 15:00,-2,-1.03,-1,0.97,320,69.74,99.77,97.37,19.18,1507.72,95.47
733,08.06.2025 15:00 - 08.06.2025 15:15,2,0,1,1.21,347,69.91,97.81,97.99,19.32,1769.37,93.79
734,08.06.2025 15:15 - 08.06.2025 15:30,2,-7.26,1,1.21,373,69.91,97.81,97.99,19.32,1769.37,93.79
735,08.06.2025 15:30 - 08.06.2025 15:45,2,1.21,1,1.21,403,69.91,97.81,97.99,19.32,1769.37,93.79
736,08.06.2025 15:45 - 08.06.2025 16:00,2,1.21,1,1.21,430,69.91,97.81,97.99,19.32,1769.37,93.79
737,08.06.2025 16:00 - 08.06.2025 16:15,-15,0,-1,1.73,452,70.84,100.83,100.81,20.45,1807.4,95.8
738,08.06.2025 16:15 - 08.06.2025 16:30,-15,-1,-1,1.73,472,70.84,100.83,100.81,20.45,1807.4,95.8
739,08.06.2025 16:30 - 08.06.2025 16:45,-15,0,-1,1.73,498,70.84,100.83,100.81,20.45,1807.4,95.8
740,08.06.2025 16:45 - 08.06.2025 17:00,-15,0,-1,1.73,531,70.84,100.83,100.81,20.45,1807.4,95.8
741,08.06.2025 17:00 - 08.06.2025 17:15,-17,-3.04,-1,4.24,567,62.53,100.73,100.68,19.84,1472.5,96.39
742,08.06.2025 17:15 - 08.06.2025 17:30,-17,-6.88,-1,4.24,614,62.53,100.73,100.68,19.84,1472.5,96.39
743,08.06.2025 17:30 - 08.06.2025 17:45,-17,-1.12,-1,4.24,670,62.53,100.73,100.68,19.84,1472.5,96.39
744,08.06.2025 17:45 - 08.06.2025 18:00,-17,-0.1,-1,4.24,719,62.53,100.73,100.68,19.84,1472.5,96.39
745,08.06.2025 18:00 - 08.06.2025 18:15,58,-4.69,1,5.79,771,64.95,94.9,98.79,19.47,982.36,95.73
746,08.06.2025 18:15 - 08.06.2025 18:30,58,-3.68,1,5.79,839,64.95,94.9,98.79,19.47,982.36,95.73
747,08.06.2025 18:30 - 08.06.2025 18:45,58,-2.92,1,5.79,891,64.95,94.9,98.79,19.47,982.36,95.73
748,08.06.2025 18:45 - 08.06.2025 19:00,58,4.69,1,5.79,908,64.95,94.9,98.79,19.47,982.36,95.73
749,08.06.2025 19:00 - 08.06.2025 19:15,15,-3.97,1,40.62,919,121.31,104.97,111.11,22.08,636.75,97.49
750,08.06.2025 19:15 - 08.06.2025 19:30,15,15,1,40.62,920,121.31,104.97,111.11,22.08,636.75,97.49
751,08.06.2025 19:30 - 08.06.2025 19:45,15,4.82,1,40.62,920,121.31,104.97,111.11,22.08,636.75,97.49
752,08.06.2025 19:45 - 08.06.2025 20:00,15,6.66,1,40.62,913,121.31,104.97,111.11,22.08,636.75,97.49
753,08.06.2025 20:00 - 08.06.2025 20:15,-120,-5.61,-1,59.12,899,115.01,109.3,107.1,21.13,287.26,95.86
754,08.06.2025 20:15 - 08.06.2025 20:30,-120,-5.61,-1,59.12,882,115.01,109.3,107.1,21.13,287.26,95.86
755,08.06.2025 20:30 - 08.06.2025 20:45,-120,-5.36,-1,59.12,863,115.01,109.3,107.1,21.13,287.26,95.86
756,08.06.2025 20:45 - 08.06.2025 21:00,-120,59.12,-1,59.12,850,115.01,109.3,107.1,21.13,287.26,95.86
757,08.06.2025 21:00 - 08.06.2025 21:15,-44,291,-1,67.52,852,126.47,109.17,110.68,21.79,69.74,98.05
758,08.06.2025 21:15 - 08.06.2025 21:30,-44,67.52,-1,67.52,876,126.47,109.17,110.68,21.79,69.74,98.05
759,08.06.2025 21:30 - 08.06.2025 21:45,-44,67.52,-1,67.52,908,126.47,109.17,110.68,21.79,69.74,98.05
760,08.06.2025 21:45 - 08.06.2025 22:00,-44,67.52,-1,67.52,938,126.47,109.17,110.68,21.79,69.74,98.05
761,08.06.2025 22:00 - 08.06.2025 22:15,15,64.71,1,64.71,962,71.27,109.3,108.09,21.28,12.13,98.4
762,08.06.2025 22:15 - 08.06.2025 22:30,15,13.28,1,64.71,994,71.27,109.3,108.09,21.28,12.13,98.4
763,08.06.2025 22:30 - 08.06.2025 22:45,15,-31.67,1,64.71,1029,71.27,109.3,108.09,21.28,12.13,98.4
764,08.06.2025 22:45 - 08.06.2025 23:00,15,-4,1,64.71,1056,71.27,109.3,108.09,21.28,12.13,98.4
765,08.06.2025 23:00 - 08.06.2025 23:15,61,3.29,1,51.49,1073,55.92,104.54,104.82,20.63,8.21,96.51
766,08.06.2025 23:15 - 08.06.2025 23:30,61,4.9,1,51.49,1088,55.92,104.54,104.82,20.63,8.21,96.51
767,08.06.2025 23:30 - 08.06.2025 23:45,61,-24.27,1,51.49,1225,55.92,104.54,104.82,20.63,8.21,96.51
768,08.06.2025 23:45 - 09.06.2025 00:00,61,-12.74,1,51.49,1219,55.92,104.54,104.82,20.63,8.21,96.51
769,09.06.2025 00:00 - 09.06.2025 00:15,-3,4.17,-1,4.8,1226,8.11,100.6,102.35,20.15,8.3,96.83
770,09.06.2025 00:15 - 09.06.2025 00:30,-3,-1,-1,4.8,1227,8.11,100.6,102.35,20.15,8.3,96.83
771,09.06.2025 00:30 - 09.06.2025 00:45,-3,4.8,-1,4.8,1229,8.11,100.6,102.35,20.15,8.3,96.83
772,09.06.2025 00:45 - 09.06.2025 01:00,-3,-1.94,-1,4.8,1254,8.11,100.6,102.35,20.15,8.3,96.83
773,09.06.2025 01:00 - 09.06.2025 01:15,-17,-2.45,-1,4.18,1285,13.38,102.18,102.03,20.11,6.74,95.62
774,09.06.2025 01:15 - 09.06.2025 01:30,-17,-0.63,-1,4.18,1283,13.38,102.18,102.03,20.11,6.74,95.62
775,09.06.2025 01:30 - 09.06.2025 01:45,-17,-0.22,-1,4.18,1241,13.38,102.18,102.03,20.11,6.74,95.62
776,09.06.2025 01:45 - 09.06.2025 02:00,-17,4.18,-1,4.18,1242,13.38,102.18,102.03,20.11,6.74,95.62
777,09.06.2025 02:00 - 09.06.2025 02:15,-23,236.46,-1,4.15,1224,11.53,102.49,101.42,19.98,7.72,95.45
778,09.06.2025 02:15 - 09.06.2025 02:30,-23,4.15,-1,4.15,1107,11.53,102.49,101.42,19.98,7.72,95.45
779,09.06.2025 02:30 - 09.06.2025 02:45,-23,0,-1,4.15,1086,11.53,102.49,101.42,19.98,7.72,95.45
780,09.06.2025 02:45 - 09.06.2025 03:00,-23,4.15,-1,4.15,1096,11.53,102.49,101.42,19.98,7.72,95.45
781,09.06.2025 03:00 - 09.06.2025 03:15,0,4.27,-1,4.27,1068,6.72,102.35,104.39,20.54,8.98,96.68
782,09.06.2025 03:15 - 09.06.2025 03:30,0,4.27,-1,4.27,1186,6.72,102.35,104.39,20.54,8.98,96.68
783,09.06.2025 03:30 - 09.06.2025 03:45,0,20.81,-1,4.27,1210,6.72,102.35,104.39,20.54,8.98,96.68
784,09.06.2025 03:45 - 09.06.2025 04:00,0,0,-1,4.27,1227,6.72,102.35,104.39,20.54,8.98,96.68
785,09.06.2025 04:00 - 09.06.2025 04:15,29,9.99,1,9.99,1272,6.32,104.24,105.77,20.82,15.76,99.85
786,09.06.2025 04:15 - 09.06.2025 04:30,29,0,1,9.99,1279,6.32,104.24,105.77,20.82,15.76,99.85
787,09.06.2025 04:30 - 09.06.2025 04:45,29,-0.93,1,9.99,1289,6.32,104.24,105.77,20.82,15.76,99.85
788,09.06.2025 04:45 - 09.06.2025 05:00,29,5.35,1,9.99,1279,6.32,104.24,105.77,20.82,15.76,99.85
789,09.06.2025 05:00 - 09.06.2025 05:15,118,-4.96,1,25.59,1276,6.27,101.89,106.08,20.88,122.48,98.55
790,09.06.2025 05:15 - 09.06.2025 05:30,118,-2,1,25.59,1255,6.27,101.89,106.08,20.88,122.48,98.55
