Slot Id,Time slot,Imbalance,Imbalance price,Direction,DA price,Wind,Biomass,Fossil Gas,Fossil Hard Coal,Fossil Oil,Solar,Waste
1407,15.06.2025 15:30 - 15.06.2025 15:45,49,-0.54,1,-0.54,309,3.9,91.02,93.03,18.42,861.91,102.99
1408,15.06.2025 15:45 - 15.06.2025 16:00,49,-0.54,1,-0.54,313,3.9,91.02,93.03,18.42,861.91,102.99
1409,15.06.2025 16:00 - 15.06.2025 16:15,44,-31.46,1,2.28,322,3.91,89.4,93.77,18.56,767.47,102.63
1410,15.06.2025 16:15 - 15.06.2025 16:30,44,-3.9,1,2.28,319,3.91,89.4,93.77,18.56,767.47,102.63
1411,15.06.2025 16:30 - 15.06.2025 16:45,44,2.28,1,2.28,313,3.91,89.4,93.77,18.56,767.47,102.63
1412,15.06.2025 16:45 - 15.06.2025 17:00,44,2.28,1,2.28,311,3.91,89.4,93.77,18.56,767.47,102.63
1413,15.06.2025 17:00 - 15.06.2025 17:15,30,-36.88,1,51.07,311,5.33,113.67,129.9,26.64,773.21,107.96
1414,15.06.2025 17:15 - 15.06.2025 17:30,30,14.83,1,51.07,310,5.33,113.67,129.9,26.64,773.21,107.96
1415,15.06.2025 17:30 - 15.06.2025 17:45,30,43.96,1,51.07,309,5.33,113.67,129.9,26.64,773.21,107.96
1416,15.06.2025 17:45 - 15.06.2025 18:00,30,20.14,1,51.07,308,5.33,113.67,129.9,26.64,773.21,107.96
1417,15.06.2025 18:00 - 15.06.2025 18:15,31,-11.59,1,96.42,302,6.11,162.01,150.02,37.35,520.95,109.61
1418,15.06.2025 18:15 - 15.06.2025 18:30,31,-75.53,1,96.42,292,6.11,162.01,150.02,37.35,520.95,109.61
1419,15.06.2025 18:30 - 15.06.2025 18:45,31,96.42,1,96.42,283,6.11,162.01,150.02,37.35,520.95,109.61
1420,15.06.2025 18:45 - 15.06.2025 19:00,31,33.55,1,96.42,277,6.11,162.01,150.02,37.35,520.95,109.61
1421,15.06.2025 19:00 - 15.06.2025 19:15,43,524.45,1,109.02,273,5.65,149.76,138.7,32.2,351.37,109.18
1422,15.06.2025 19:15 - 15.06.2025 19:30,43,109.02,1,109.02,273,5.65,149.76,138.7,32.2,351.37,109.18
1423,15.06.2025 19:30 - 15.06.2025 19:45,43,0.4,1,109.02,276,5.65,149.76,138.7,32.2,351.37,109.18
1424,15.06.2025 19:45 - 15.06.2025 20:00,43,3.28,1,109.02,288,5.65,149.76,138.7,32.2,351.37,109.18
1425,15.06.2025 20:00 - 15.06.2025 20:15,-34,28.32,-1,114.6,313,4.83,125.53,117.2,23.07,134.27,108.63
1426,15.06.2025 20:15 - 15.06.2025 20:30,-34,114.6,-1,114.6,350,4.83,125.53,117.2,23.07,134.27,108.63
1427,15.06.2025 20:30 - 15.06.2025 20:45,-34,150,-1,114.6,393,4.83,125.53,117.2,23.07,134.27,108.63
1428,15.06.2025 20:45 - 15.06.2025 21:00,-34,124.6,-1,114.6,439,4.83,125.53,117.2,23.07,134.27,108.63
1429,15.06.2025 21:00 - 15.06.2025 21:15,95,271.12,1,135.43,478,5.29,134.76,125.94,28.05,27.01,108.31
1430,15.06.2025 21:15 - 15.06.2025 21:30,95,300,1,135.43,528,5.29,134.76,125.94,28.05,27.01,108.31
1431,15.06.2025 21:30 - 15.06.2025 21:45,95,145.43,1,135.43,582,5.29,134.76,125.94,28.05,27.01,108.31
1432,15.06.2025 21:45 - 15.06.2025 22:00,95,135.43,1,135.43,630,5.29,134.76,125.94,28.05,27.01,108.31
1433,15.06.2025 22:00 - 15.06.2025 22:15,-61,127.63,-1,127.63,660,58.29,123.77,116.87,23.01,0.43,108.36
1434,15.06.2025 22:15 - 15.06.2025 22:30,-61,4.6,-1,127.63,684,58.29,123.77,116.87,23.01,0.43,108.36
1435,15.06.2025 22:30 - 15.06.2025 22:45,-61,-2.38,-1,127.63,707,58.29,123.77,116.87,23.01,0.43,108.36
1436,15.06.2025 22:45 - 15.06.2025 23:00,-61,-1.21,-1,127.63,727,58.29,123.77,116.87,23.01,0.43,108.36
1437,15.06.2025 23:00 - 15.06.2025 23:15,30,3.87,1,106.54,746,88.87,123.6,126.16,24.83,0.07,107.84
1438,15.06.2025 23:15 - 15.06.2025 23:30,30,14.6,1,106.54,763,88.87,123.6,126.16,24.83,0.07,107.84
1439,15.06.2025 23:30 - 15.06.2025 23:45,30,106.54,1,106.54,576,88.87,123.6,126.16,24.83,0.07,107.84
1440,15.06.2025 23:45 - 16.06.2025 00:00,30,106.54,1,106.54,600,88.87,123.6,126.16,24.83,0.07,107.84
1441,16.06.2025 00:00 - 16.06.2025 00:15,26,254.74,1,105.72,549,190.24,135.47,132.89,29.21,0.08,107.94
1442,16.06.2025 00:15 - 16.06.2025 00:30,26,509.58,1,105.72,580,190.24,135.47,132.89,29.21,0.08,107.94
1443,16.06.2025 00:30 - 16.06.2025 00:45,26,105.72,1,105.72,586,190.24,135.47,132.89,29.21,0.08,107.94
1444,16.06.2025 00:45 - 16.06.2025 01:00,26,105.72,1,105.72,584,190.24,135.47,132.89,29.21,0.08,107.94
1445,16.06.2025 01:00 - 16.06.2025 01:15,115,90.29,1,90.29,557,170.3,100.74,112.11,22.16,0.08,107.7
1446,16.06.2025 01:15 - 16.06.2025 01:30,115,-11.56,1,90.29,565,170.3,100.74,112.11,22.16,0.08,107.7
1447,16.06.2025 01:30 - 16.06.2025 01:45,115,90.29,1,90.29,565,170.3,100.74,112.11,22.16,0.08,107.7
1448,16.06.2025 01:45 - 16.06.2025 02:00,115,90.29,1,90.29,636,170.3,100.74,112.11,22.16,0.08,107.7
1449,16.06.2025 02:00 - 16.06.2025 02:15,-48,86.94,-1,86.94,641,147.44,98.46,110.04,21.68,0.08,110.91
1450,16.06.2025 02:15 - 16.06.2025 02:30,-48,86.94,-1,86.94,715,147.44,98.46,110.04,21.68,0.08,110.91
1451,16.06.2025 02:30 - 16.06.2025 02:45,-48,-8,-1,86.94,679,147.44,98.46,110.04,21.68,0.08,110.91
1452,16.06.2025 02:45 - 16.06.2025 03:00,-48,-8,-1,86.94,580,147.44,98.46,110.04,21.68,0.08,110.91
1453,16.06.2025 03:00 - 16.06.2025 03:15,12,8.33,1,76.22,612,136.82,110.88,117.08,27.83,0.08,110.05
1454,16.06.2025 03:15 - 16.06.2025 03:30,12,24.79,1,76.22,630,136.82,110.88,117.08,27.83,0.08,110.05
1455,16.06.2025 03:30 - 16.06.2025 03:45,12,335.18,1,76.22,624,136.82,110.88,117.08,27.83,0.08,110.05
1456,16.06.2025 03:45 - 16.06.2025 04:00,12,335.23,1,76.22,602,136.82,110.88,117.08,27.83,0.08,110.05
1457,16.06.2025 04:00 - 16.06.2025 04:15,18,429.12,1,73.86,567,120.26,116.61,117.48,25.82,1.48,111.29
1458,16.06.2025 04:15 - 16.06.2025 04:30,18,73.86,1,73.86,621,120.26,116.61,117.48,25.82,1.48,111.29
1459,16.06.2025 04:30 - 16.06.2025 04:45,18,73.86,1,73.86,693,120.26,116.61,117.48,25.82,1.48,111.29
1460,16.06.2025 04:45 - 16.06.2025 05:00,18,73.86,1,73.86,764,120.26,116.61,117.48,25.82,1.48,111.29
1461,16.06.2025 05:00 - 16.06.2025 05:15,17,72.13,1,72.13,798,139.72,102.48,116.69,22.99,50.96,110.6
1462,16.06.2025 05:15 - 16.06.2025 05:30,17,-8,1,72.13,783,139.72,102.48,116.69,22.99,50.96,110.6
1463,16.06.2025 05:30 - 16.06.2025 05:45,17,72.13,1,72.13,641,139.72,102.48,116.69,22.99,50.96,110.6
1464,16.06.2025 05:45 - 16.06.2025 06:00,17,106.79,1,72.13,769,139.72,102.48,116.69,22.99,50.96,110.6
1465,16.06.2025 06:00 - 16.06.2025 06:15,72,-4,1,90.27,761,174.85,108.57,116.12,22.87,200.23,110.03
1466,16.06.2025 06:15 - 16.06.2025 06:30,72,19.56,1,90.27,731,174.85,108.57,116.12,22.87,200.23,110.03
1467,16.06.2025 06:30 - 16.06.2025 06:45,72,90.27,1,90.27,742,174.85,108.57,116.12,22.87,200.23,110.03
1468,16.06.2025 06:45 - 16.06.2025 07:00,72,90.27,1,90.27,769,174.85,108.57,116.12,22.87,200.23,110.03
1469,16.06.2025 07:00 - 16.06.2025 07:15,2,1.86,1,98.76,775,208.8,117.67,122.23,24.06,451.01,110.75
1470,16.06.2025 07:15 - 16.06.2025 07:30,2,98.76,1,98.76,749,208.8,117.67,122.23,24.06,451.01,110.75
1471,16.06.2025 07:30 - 16.06.2025 07:45,2,122.37,1,98.76,686,208.8,117.67,122.23,24.06,451.01,110.75
1472,16.06.2025 07:45 - 16.06.2025 08:00,2,107.33,1,98.76,776,208.8,117.67,122.23,24.06,451.01,110.75
1473,16.06.2025 08:00 - 16.06.2025 08:15,43,53.64,1,90.29,758,133.01,123.16,130.33,25.65,882.16,110.64
1474,16.06.2025 08:15 - 16.06.2025 08:30,43,90.29,1,90.29,733,133.01,123.16,130.33,25.65,882.16,110.64
1475,16.06.2025 08:30 - 16.06.2025 08:45,43,1.71,1,90.29,710,133.01,123.16,130.33,25.65,882.16,110.64
1476,16.06.2025 08:45 - 16.06.2025 09:00,43,114.76,1,90.29,697,133.01,123.16,130.33,25.65,882.16,110.64
1477,16.06.2025 09:00 - 16.06.2025 09:15,103,5.37,1,84.49,694,110.63,115.08,133.74,26.32,1340.94,104.25
1478,16.06.2025 09:15 - 16.06.2025 09:30,103,10.37,1,84.49,700,110.63,115.08,133.74,26.32,1340.94,104.25
1479,16.06.2025 09:30 - 16.06.2025 09:45,103,-3.59,1,84.49,706,110.63,115.08,133.74,26.32,1340.94,104.25
1480,16.06.2025 09:45 - 16.06.2025 10:00,103,7.08,1,84.49,711,110.63,115.08,133.74,26.32,1340.94,104.25
1481,16.06.2025 10:00 - 16.06.2025 10:15,43,-0.04,1,58.84,709,114.34,117.68,136.21,26.86,1533.02,108.83
1482,16.06.2025 10:15 - 16.06.2025 10:30,43,63.8,1,58.84,701,114.34,117.68,136.21,26.86,1533.02,108.83
1483,16.06.2025 10:30 - 16.06.2025 10:45,43,39.12,1,58.84,687,114.34,117.68,136.21,26.86,1533.02,108.83
1484,16.06.2025 10:45 - 16.06.2025 11:00,43,25.88,1,58.84,673,114.34,117.68,136.21,26.86,1533.02,108.83
1485,16.06.2025 11:00 - 16.06.2025 11:15,72,222.93,1,11.9,657,122.2,125.92,148.29,29.44,1658.73,112.92
1486,16.06.2025 11:15 - 16.06.2025 11:30,72,568.2,1,11.9,648,122.2,125.92,148.29,29.44,1658.73,112.92
1487,16.06.2025 11:30 - 16.06.2025 11:45,72,68.21,1,11.9,644,122.2,125.92,148.29,29.44,1658.73,112.92
1488,16.06.2025 11:45 - 16.06.2025 12:00,72,11.9,1,11.9,646,122.2,125.92,148.29,29.44,1658.73,112.92
1489,16.06.2025 12:00 - 16.06.2025 12:15,-48,113.26,-1,3.95,660,106.84,96.02,108.27,23.13,1431.4,108.34
1490,16.06.2025 12:15 - 16.06.2025 12:30,-48,3.95,-1,3.95,681,106.84,96.02,108.27,23.13,1431.4,108.34
1491,16.06.2025 12:30 - 16.06.2025 12:45,-48,0.25,-1,3.95,704,106.84,96.02,108.27,23.13,1431.4,108.34
1492,16.06.2025 12:45 - 16.06.2025 13:00,-48,-0.89,-1,3.95,723,106.84,96.02,108.27,23.13,1431.4,108.34
1493,16.06.2025 13:00 - 16.06.2025 13:15,113,1.3,1,1.3,741,99.33,97.5,99.86,21.23,1596.92,108.38
1494,16.06.2025 13:15 - 16.06.2025 13:30,113,0.44,1,1.3,765,99.33,97.5,99.86,21.23,1596.92,108.38
1495,16.06.2025 13:30 - 16.06.2025 13:45,113,-7.01,1,1.3,789,99.33,97.5,99.86,21.23,1596.92,108.38
1496,16.06.2025 13:45 - 16.06.2025 14:00,113,-7.01,1,1.3,809,99.33,97.5,99.86,21.23,1596.92,108.38
1497,16.06.2025 14:00 - 16.06.2025 14:15,-8,1.95,-1,1.95,822,99.41,88.28,93.34,18.78,1666.73,104.07
1498,16.06.2025 14:15 - 16.06.2025 14:30,-8,1.95,-1,1.95,835,99.41,88.28,93.34,18.78,1666.73,104.07
1499,16.06.2025 14:30 - 16.06.2025 14:45,-8,1.95,-1,1.95,852,99.41,88.28,93.34,18.78,1666.73,104.07
1500,16.06.2025 14:45 - 16.06.2025 15:00,-8,-4.43,-1,1.95,867,99.41,88.28,93.34,18.78,1666.73,104.07
1501,16.06.2025 15:00 - 16.06.2025 15:15,26,-18.61,1,4.16,874,96.64,87.07,92.83,18.38,1564.22,97.4
1502,16.06.2025 15:15 - 16.06.2025 15:30,26,-9.67,1,4.16,873,96.64,87.07,92.83,18.38,1564.22,97.4
1503,16.06.2025 15:30 - 16.06.2025 15:45,26,-43.79,1,4.16,867,96.64,87.07,92.83,18.38,1564.22,97.4
1504,16.06.2025 15:45 - 16.06.2025 16:00,26,0.5,1,4.16,864,96.64,87.07,92.83,18.38,1564.22,97.4
1505,16.06.2025 16:00 - 16.06.2025 16:15,30,-0.63,1,8.95,869,99.1,123.79,137.21,27.08,1568.49,91.29
1506,16.06.2025 16:15 - 16.06.2025 16:30,30,-0.22,1,8.95,871,99.1,123.79,137.21,27.08,1568.49,91.29
1507,16.06.2025 16:30 - 16.06.2025 16:45,30,2.23,1,8.95,871,99.1,123.79,137.21,27.08,1568.49,91.29
1508,16.06.2025 16:45 - 16.06.2025 17:00,30,2.89,1,8.95,871,99.1,123.79,137.21,27.08,1568.49,91.29
1509,16.06.2025 17:00 - 16.06.2025 17:15,-6,-21.26,-1,50.41,874,96.89,122.45,127.46,25.16,1213.81,90.09
1510,16.06.2025 17:15 - 16.06.2025 17:30,-6,-1.69,-1,50.41,874,96.89,122.45,127.46,25.16,1213.81,90.09
1511,16.06.2025 17:30 - 16.06.2025 17:45,-6,0.14,-1,50.41,874,96.89,122.45,127.46,25.16,1213.81,90.09
1512,16.06.2025 17:45 - 16.06.2025 18:00,-6,50.41,-1,50.41,875,96.89,122.45,127.46,25.16,1213.81,90.09
1513,16.06.2025 18:00 - 16.06.2025 18:15,-33,63.56,-1,63.56,872,114.82,111.04,123.13,24.28,846.69,97.38
1514,16.06.2025 18:15 - 16.06.2025 18:30,-33,63.56,-1,63.56,863,114.82,111.04,123.13,24.28,846.69,97.38
1515,16.06.2025 18:30 - 16.06.2025 18:45,-33,114.2,-1,63.56,854,114.82,111.04,123.13,24.28,846.69,97.38
1516,16.06.2025 18:45 - 16.06.2025 19:00,-33,63.56,-1,63.56,846,114.82,111.04,123.13,24.28,846.69,97.38
1517,16.06.2025 19:00 - 16.06.2025 19:15,-3,-21.91,-1,66.77,841,143.95,120.81,119.07,23.44,414.17,103.09
1518,16.06.2025 19:15 - 16.06.2025 19:30,-3,66.77,-1,66.77,836,143.95,120.81,119.07,23.44,414.17,103.09
1519,16.06.2025 19:30 - 16.06.2025 19:45,-3,66.77,-1,66.77,834,143.95,120.81,119.07,23.44,414.17,103.09
1520,16.06.2025 19:45 - 16.06.2025 20:00,-3,66.77,-1,66.77,834,143.95,120.81,119.07,23.44,414.17,103.09
1521,16.06.2025 20:00 - 16.06.2025 20:15,-28,84.52,-1,70.79,836,140.89,123.72,113.42,22.33,157.87,114.57
1522,16.06.2025 20:15 - 16.06.2025 20:30,-28,53.64,-1,70.79,838,140.89,123.72,113.42,22.33,157.87,114.57
1523,16.06.2025 20:30 - 16.06.2025 20:45,-28,70.79,-1,70.79,838,140.89,123.72,113.42,22.33,157.87,114.57
1524,16.06.2025 20:45 - 16.06.2025 21:00,-28,4.12,-1,70.79,836,140.89,123.72,113.42,22.33,157.87,114.57
1525,16.06.2025 21:00 - 16.06.2025 21:15,26,53.07,1,73.14,835,153.49,124.55,114.99,22.64,32.82,114.76
1526,16.06.2025 21:15 - 16.06.2025 21:30,26,73.14,1,73.14,825,153.49,124.55,114.99,22.64,32.82,114.76
1527,16.06.2025 21:30 - 16.06.2025 21:45,26,73.14,1,73.14,812,153.49,124.55,114.99,22.64,32.82,114.76
1528,16.06.2025 21:45 - 16.06.2025 22:00,26,73.14,1,73.14,804,153.49,124.55,114.99,22.64,32.82,114.76
1529,16.06.2025 22:00 - 16.06.2025 22:15,-33,72.97,-1,72.97,801,160.84,135.43,126.83,24.95,0.56,115.62
1530,16.06.2025 22:15 - 16.06.2025 22:30,-33,53.3,-1,72.97,795,160.84,135.43,126.83,24.95,0.56,115.62
1531,16.06.2025 22:30 - 16.06.2025 22:45,-33,-2.84,-1,72.97,788,160.84,135.43,126.83,24.95,0.56,115.62
1532,16.06.2025 22:45 - 16.06.2025 23:00,-33,-9.7,-1,72.97,779,160.84,135.43,126.83,24.95,0.56,115.62
1533,16.06.2025 23:00 - 16.06.2025 23:15,-40,-3.24,-1,66.22,773,127.21,157.76,147.48,28.99,0.08,118.47
1534,16.06.2025 23:15 - 16.06.2025 23:30,-40,66.22,-1,66.22,767,127.21,157.76,147.48,28.99,0.08,118.47
1535,16.06.2025 23:30 - 16.06.2025 23:45,-40,-16.24,-1,66.22,1063,127.21,157.76,147.48,28.99,0.08,118.47
1536,16.06.2025 23:45 - 17.06.2025 00:00,-40,-12.79,-1,66.22,1009,127.21,157.76,147.48,28.99,0.08,118.47
1537,17.06.2025 00:00 - 17.06.2025 00:15,-15,0.23,-1,51.55,877,132.76,104.06,115.62,22.77,0.08,116.42
1538,17.06.2025 00:15 - 17.06.2025 00:30,-15,192.79,-1,51.55,899,132.76,104.06,115.62,22.77,0.08,116.42
1539,17.06.2025 00:30 - 17.06.2025 00:45,-15,91.84,-1,51.55,908,132.76,104.06,115.62,22.77,0.08,116.42
1540,17.06.2025 00:45 - 17.06.2025 01:00,-15,57.59,-1,51.55,921,132.76,104.06,115.62,22.77,0.08,116.42
1541,17.06.2025 01:00 - 17.06.2025 01:15,34,71.15,1,55.55,918,110.3,98.97,111.73,22.02,0.08,117.63
1542,17.06.2025 01:15 - 17.06.2025 01:30,34,-2,1,55.55,898,110.3,98.97,111.73,22.02,0.08,117.63
1543,17.06.2025 01:30 - 17.06.2025 01:45,34,-8.71,1,55.55,905,110.3,98.97,111.73,22.02,0.08,117.63
1544,17.06.2025 01:45 - 17.06.2025 02:00,34,-3.96,1,55.55,887,110.3,98.97,111.73,22.02,0.08,117.63
1545,17.06.2025 02:00 - 17.06.2025 02:15,-21,8,-1,48.65,874,108.61,99.04,112.25,22.41,0.08,117.14
1546,17.06.2025 02:15 - 17.06.2025 02:30,-21,0.04,-1,48.65,904,108.61,99.04,112.25,22.41,0.08,117.14
1547,17.06.2025 02:30 - 17.06.2025 02:45,-21,0.13,-1,48.65,897,108.61,99.04,112.25,22.41,0.08,117.14
1548,17.06.2025 02:45 - 17.06.2025 03:00,-21,48.65,-1,48.65,913,108.61,99.04,112.25,22.41,0.08,117.14
1549,17.06.2025 03:00 - 17.06.2025 03:15,90,-5.12,1,44.32,892,107.05,99.27,112.61,22.17,0.08,118.15
1550,17.06.2025 03:15 - 17.06.2025 03:30,90,44.32,1,44.32,873,107.05,99.27,112.61,22.17,0.08,118.15
1551,17.06.2025 03:30 - 17.06.2025 03:45,90,-26.82,1,44.32,854,107.05,99.27,112.61,22.17,0.08,118.15
1552,17.06.2025 03:45 - 17.06.2025 04:00,90,-15.87,1,44.32,858,107.05,99.27,112.61,22.17,0.08,118.15
1553,17.06.2025 04:00 - 17.06.2025 04:15,19,-8,1,41.79,850,114.7,99.56,112.61,22.18,2.39,117.55
1554,17.06.2025 04:15 - 17.06.2025 04:30,19,-8,1,41.79,798,114.7,99.56,112.61,22.18,2.39,117.55
1555,17.06.2025 04:30 - 17.06.2025 04:45,19,41.79,1,41.79,847,114.7,99.56,112.61,22.18,2.39,117.55
1556,17.06.2025 04:45 - 17.06.2025 05:00,19,41.79,1,41.79,814,114.7,99.56,112.61,22.18,2.39,117.55
1557,17.06.2025 05:00 - 17.06.2025 05:15,33,50.41,1,50.41,786,114.71,97.29,109.34,22,64.96,115.96
1558,17.06.2025 05:15 - 17.06.2025 05:30,33,50.41,1,50.41,729,114.71,97.29,109.34,22,64.96,115.96
1559,17.06.2025 05:30 - 17.06.2025 05:45,33,-1,1,50.41,664,114.71,97.29,109.34,22,64.96,115.96
1560,17.06.2025 05:45 - 17.06.2025 06:00,33,50.51,1,50.41,591,114.71,97.29,109.34,22,64.96,115.96
1561,17.06.2025 06:00 - 17.06.2025 06:15,-6,73.01,-1,73.01,583,134.07,98.82,105.67,20.83,213.05,114.86
1562,17.06.2025 06:15 - 17.06.2025 06:30,-6,73.01,-1,73.01,557,134.07,98.82,105.67,20.83,213.05,114.86
1563,17.06.2025 06:30 - 17.06.2025 06:45,-6,87.97,-1,73.01,538,134.07,98.82,105.67,20.83,213.05,114.86
1564,17.06.2025 06:45 - 17.06.2025 07:00,-6,82.78,-1,73.01,513,134.07,98.82,105.67,20.83,213.05,114.86
1565,17.06.2025 07:00 - 17.06.2025 07:15,40,131.99,1,107.01,531,218.69,109.32,115.29,22.7,511.54,114.82
1566,17.06.2025 07:15 - 17.06.2025 07:30,40,112,1,107.01,508,218.69,109.32,115.29,22.7,511.54,114.82
1567,17.06.2025 07:30 - 17.06.2025 07:45,40,119.16,1,107.01,486,218.69,109.32,115.29,22.7,511.54,114.82
1568,17.06.2025 07:45 - 17.06.2025 08:00,40,181.03,1,107.01,494,218.69,109.32,115.29,22.7,511.54,114.82
1569,17.06.2025 08:00 - 17.06.2025 08:15,52,98.59,1,98.59,477,204.88,115.64,131.71,25.92,999.54,113.48
1570,17.06.2025 08:15 - 17.06.2025 08:30,52,278.66,1,98.59,467,204.88,115.64,131.71,25.92,999.54,113.48
1571,17.06.2025 08:30 - 17.06.2025 08:45,52,119.66,1,98.59,461,204.88,115.64,131.71,25.92,999.54,113.48
1572,17.06.2025 08:45 - 17.06.2025 09:00,52,115.81,1,98.59,456,204.88,115.64,131.71,25.92,999.54,113.48
1573,17.06.2025 09:00 - 17.06.2025 09:15,-19,-10.45,-1,68.76,454,127.46,118.45,153.98,32.28,1653.67,112.06
1574,17.06.2025 09:15 - 17.06.2025 09:30,-19,73.85,-1,68.76,454,127.46,118.45,153.98,32.28,1653.67,112.06
1575,17.06.2025 09:30 - 17.06.2025 09:45,-19,68.76,-1,68.76,450,127.46,118.45,153.98,32.28,1653.67,112.06
1576,17.06.2025 09:45 - 17.06.2025 10:00,-19,68.76,-1,68.76,445,127.46,118.45,153.98,32.28,1653.67,112.06
1577,17.06.2025 10:00 - 17.06.2025 10:15,8,4.48,1,4.48,443,125.41,130.09,179.44,38.26,2277.86,105.55
1578,17.06.2025 10:15 - 17.06.2025 10:30,8,-75.67,1,4.48,437,125.41,130.09,179.44,38.26,2277.86,105.55
1579,17.06.2025 10:30 - 17.06.2025 10:45,8,-26.46,1,4.48,430,125.41,130.09,179.44,38.26,2277.86,105.55
1580,17.06.2025 10:45 - 17.06.2025 11:00,8,-26.55,1,4.48,426,125.41,130.09,179.44,38.26,2277.86,105.55
1581,17.06.2025 11:00 - 17.06.2025 11:15,-10,-22,-1,0.84,426,127.9,98.82,117.43,28.15,2122.36,92.53
1582,17.06.2025 11:15 - 17.06.2025 11:30,-10,-60,-1,0.84,429,127.9,98.82,117.43,28.15,2122.36,92.53
1583,17.06.2025 11:30 - 17.06.2025 11:45,-10,-5,-1,0.84,434,127.9,98.82,117.43,28.15,2122.36,92.53
1584,17.06.2025 11:45 - 17.06.2025 12:00,-10,-13.41,-1,0.84,440,127.9,98.82,117.43,28.15,2122.36,92.53
1585,17.06.2025 12:00 - 17.06.2025 12:15,-22,-12,-1,-0.47,435,112.07,99.9,96.89,32.33,2087.15,92.79
1586,17.06.2025 12:15 - 17.06.2025 12:30,-22,-10.12,-1,-0.47,446,112.07,99.9,96.89,32.33,2087.15,92.79
1587,17.06.2025 12:30 - 17.06.2025 12:45,-22,-14,-1,-0.47,459,112.07,99.9,96.89,32.33,2087.15,92.79
1588,17.06.2025 12:45 - 17.06.2025 13:00,-22,-13.4,-1,-0.47,471,112.07,99.9,96.89,32.33,2087.15,92.79
1589,17.06.2025 13:00 - 17.06.2025 13:15,-16,-6,-1,-1.67,484,106.75,94.32,94.71,23.06,2252.68,91.38
1590,17.06.2025 13:15 - 17.06.2025 13:30,-16,-2.49,-1,-1.67,500,106.75,94.32,94.71,23.06,2252.68,91.38
1591,17.06.2025 13:30 - 17.06.2025 13:45,-16,-6.57,-1,-1.67,517,106.75,94.32,94.71,23.06,2252.68,91.38
1592,17.06.2025 13:45 - 17.06.2025 14:00,-16,-83.57,-1,-1.67,534,106.75,94.32,94.71,23.06,2252.68,91.38
1593,17.06.2025 14:00 - 17.06.2025 14:15,46,-8.96,1,-0.14,548,104.29,93.02,96.8,19.11,2328.01,92.87
1594,17.06.2025 14:15 - 17.06.2025 14:30,46,-0.14,1,-0.14,562,104.29,93.02,96.8,19.11,2328.01,92.87
1595,17.06.2025 14:30 - 17.06.2025 14:45,46,-0.14,1,-0.14,579,104.29,93.02,96.8,19.11,2328.01,92.87
1596,17.06.2025 14:45 - 17.06.2025 15:00,46,-6.61,1,-0.14,600,104.29,93.02,96.8,19.11,2328.01,92.87
1597,17.06.2025 15:00 - 17.06.2025 15:15,-1,1.07,-1,1.07,638,114.96,99.71,97.59,20.01,2062.88,94.03
1598,17.06.2025 15:15 - 17.06.2025 15:30,-1,1.07,-1,1.07,661,114.96,99.71,97.59,20.01,2062.88,94.03
1599,17.06.2025 15:30 - 17.06.2025 15:45,-1,315.7,-1,1.07,684,114.96,99.71,97.59,20.01,2062.88,94.03
1600,17.06.2025 15:45 - 17.06.2025 16:00,-1,1.07,-1,1.07,700,114.96,99.71,97.59,20.01,2062.88,94.03
1601,17.06.2025 16:00 - 17.06.2025 16:15,6,-10,1,4.82,745,117.91,128.05,142.99,28.55,2390.46,97.49
1602,17.06.2025 16:15 - 17.06.2025 16:30,6,0,1,4.82,757,117.91,128.05,142.99,28.55,2390.46,97.49
1603,17.06.2025 16:30 - 17.06.2025 16:45,6,4.82,1,4.82,759,117.91,128.05,142.99,28.55,2390.46,97.49
1604,17.06.2025 16:45 - 17.06.2025 17:00,6,94.46,1,4.82,762,117.91,128.05,142.99,28.55,2390.46,97.49
1605,17.06.2025 17:00 - 17.06.2025 17:15,22,73.38,1,73.38,767,133.88,126.76,147.16,29.03,2151.66,99.98
1606,17.06.2025 17:15 - 17.06.2025 17:30,22,193.22,1,73.38,772,133.88,126.76,147.16,29.03,2151.66,99.98
1607,17.06.2025 17:30 - 17.06.2025 17:45,22,73.38,1,73.38,776,133.88,126.76,147.16,29.03,2151.66,99.98
1608,17.06.2025 17:45 - 17.06.2025 18:00,22,227.96,1,73.38,780,133.88,126.76,147.16,29.03,2151.66,99.98
1609,17.06.2025 18:00 - 17.06.2025 18:15,16,103.36,1,103.36,777,156.9,124.57,138.42,27.31,1353.13,98.84
1610,17.06.2025 18:15 - 17.06.2025 18:30,16,103.36,1,103.36,767,156.9,124.57,138.42,27.31,1353.13,98.84
1611,17.06.2025 18:30 - 17.06.2025 18:45,16,6.6,1,103.36,753,156.9,124.57,138.42,27.31,1353.13,98.84
1612,17.06.2025 18:45 - 17.06.2025 19:00,16,-8,1,103.36,744,156.9,124.57,138.42,27.31,1353.13,98.84
1613,17.06.2025 19:00 - 17.06.2025 19:15,-17,-2.47,-1,124.01,739,211.58,129.54,131.79,26,660.96,98.26
1614,17.06.2025 19:15 - 17.06.2025 19:30,-17,124.01,-1,124.01,734,211.58,129.54,131.79,26,660.96,98.26
1615,17.06.2025 19:30 - 17.06.2025 19:45,-17,124.01,-1,124.01,735,211.58,129.54,131.79,26,660.96,98.26
1616,17.06.2025 19:45 - 17.06.2025 20:00,-17,268.2,-1,124.01,737,211.58,129.54,131.79,26,660.96,98.26
