Slot Id,Time slot,Imbalance price,DA price,Wind,Biomass,Fossil Gas,Fossil Hard Coal,Fossil Oil,Solar,Waste
1489,16.06.2025 12:00 - 16.06.2025 12:15,113.26,3.95,660,106.84,96.02,108.27,23.13,1431.4,108.34
1490,16.06.2025 12:15 - 16.06.2025 12:30,3.95,3.95,681,106.84,96.02,108.27,23.13,1431.4,108.34
1491,16.06.2025 12:30 - 16.06.2025 12:45,0.25,3.95,704,106.84,96.02,108.27,23.13,1431.4,108.34
1492,16.06.2025 12:45 - 16.06.2025 13:00,-0.89,3.95,723,106.84,96.02,108.27,23.13,1431.4,108.34
1493,16.06.2025 13:00 - 16.06.2025 13:15,1.3,1.3,741,99.33,97.5,99.86,21.23,1596.92,108.38
1494,16.06.2025 13:15 - 16.06.2025 13:30,0.44,1.3,765,99.33,97.5,99.86,21.23,1596.92,108.38
1495,16.06.2025 13:30 - 16.06.2025 13:45,-7.01,1.3,789,99.33,97.5,99.86,21.23,1596.92,108.38
1496,16.06.2025 13:45 - 16.06.2025 14:00,-7.01,1.3,809,99.33,97.5,99.86,21.23,1596.92,108.38
1497,16.06.2025 14:00 - 16.06.2025 14:15,1.95,1.95,822,99.41,88.28,93.34,18.78,1666.73,104.07
1498,16.06.2025 14:15 - 16.06.2025 14:30,1.95,1.95,835,99.41,88.28,93.34,18.78,1666.73,104.07
1499,16.06.2025 14:30 - 16.06.2025 14:45,1.95,1.95,852,99.41,88.28,93.34,18.78,1666.73,104.07
1500,16.06.2025 14:45 - 16.06.2025 15:00,-4.43,1.95,867,99.41,88.28,93.34,18.78,1666.73,104.07
1501,16.06.2025 15:00 - 16.06.2025 15:15,-18.61,4.16,874,96.64,87.07,92.83,18.38,1564.22,97.4
1502,16.06.2025 15:15 - 16.06.2025 15:30,-9.67,4.16,873,96.64,87.07,92.83,18.38,1564.22,97.4
1503,16.06.2025 15:30 - 16.06.2025 15:45,-43.79,4.16,867,96.64,87.07,92.83,18.38,1564.22,97.4
1504,16.06.2025 15:45 - 16.06.2025 16:00,0.5,4.16,864,96.64,87.07,92.83,18.38,1564.22,97.4
1505,16.06.2025 16:00 - 16.06.2025 16:15,-0.63,8.95,869,99.1,123.79,137.21,27.08,1568.49,91.29
1506,16.06.2025 16:15 - 16.06.2025 16:30,-0.22,8.95,871,99.1,123.79,137.21,27.08,1568.49,91.29
1507,16.06.2025 16:30 - 16.06.2025 16:45,2.23,8.95,871,99.1,123.79,137.21,27.08,1568.49,91.29
1508,16.06.2025 16:45 - 16.06.2025 17:00,2.89,8.95,871,99.1,123.79,137.21,27.08,1568.49,91.29
1509,16.06.2025 17:00 - 16.06.2025 17:15,-21.26,50.41,874,96.89,122.45,127.46,25.16,1213.81,90.09
1510,16.06.2025 17:15 - 16.06.2025 17:30,-1.69,50.41,874,96.89,122.45,127.46,25.16,1213.81,90.09
1511,16.06.2025 17:30 - 16.06.2025 17:45,0.14,50.41,874,96.89,122.45,127.46,25.16,1213.81,90.09
1512,16.06.2025 17:45 - 16.06.2025 18:00,50.41,50.41,875,96.89,122.45,127.46,25.16,1213.81,90.09
1513,16.06.2025 18:00 - 16.06.2025 18:15,63.56,63.56,872,114.82,111.04,123.13,24.28,846.69,97.38
1514,16.06.2025 18:15 - 16.06.2025 18:30,63.56,63.56,863,114.82,111.04,123.13,24.28,846.69,97.38
1515,16.06.2025 18:30 - 16.06.2025 18:45,114.2,63.56,854,114.82,111.04,123.13,24.28,846.69,97.38
1516,16.06.2025 18:45 - 16.06.2025 19:00,63.56,63.56,846,114.82,111.04,123.13,24.28,846.69,97.38
1517,16.06.2025 19:00 - 16.06.2025 19:15,-21.91,66.77,841,143.95,120.81,119.07,23.44,414.17,103.09
1518,16.06.2025 19:15 - 16.06.2025 19:30,66.77,66.77,836,143.95,120.81,119.07,23.44,414.17,103.09
1519,16.06.2025 19:30 - 16.06.2025 19:45,66.77,66.77,834,143.95,120.81,119.07,23.44,414.17,103.09
1520,16.06.2025 19:45 - 16.06.2025 20:00,66.77,66.77,834,143.95,120.81,119.07,23.44,414.17,103.09
1521,16.06.2025 20:00 - 16.06.2025 20:15,84.52,70.79,836,140.89,123.72,113.42,22.33,157.87,114.57
1522,16.06.2025 20:15 - 16.06.2025 20:30,53.64,70.79,838,140.89,123.72,113.42,22.33,157.87,114.57
1523,16.06.2025 20:30 - 16.06.2025 20:45,70.79,70.79,838,140.89,123.72,113.42,22.33,157.87,114.57
1524,16.06.2025 20:45 - 16.06.2025 21:00,4.12,70.79,836,140.89,123.72,113.42,22.33,157.87,114.57
1525,16.06.2025 21:00 - 16.06.2025 21:15,53.07,73.14,835,153.49,124.55,114.99,22.64,32.82,114.76
1526,16.06.2025 21:15 - 16.06.2025 21:30,73.14,73.14,825,153.49,124.55,114.99,22.64,32.82,114.76
1527,16.06.2025 21:30 - 16.06.2025 21:45,73.14,73.14,812,153.49,124.55,114.99,22.64,32.82,114.76
1528,16.06.2025 21:45 - 16.06.2025 22:00,73.14,73.14,804,153.49,124.55,114.99,22.64,32.82,114.76
1529,16.06.2025 22:00 - 16.06.2025 22:15,72.97,72.97,801,160.84,135.43,126.83,24.95,0.56,115.62
1530,16.06.2025 22:15 - 16.06.2025 22:30,53.3,72.97,795,160.84,135.43,126.83,24.95,0.56,115.62
1531,16.06.2025 22:30 - 16.06.2025 22:45,-2.84,72.97,788,160.84,135.43,126.83,24.95,0.56,115.62
1532,16.06.2025 22:45 - 16.06.2025 23:00,-9.7,72.97,779,160.84,135.43,126.83,24.95,0.56,115.62
1533,16.06.2025 23:00 - 16.06.2025 23:15,-3.24,66.22,773,127.21,157.76,147.48,28.99,0.08,118.47
1534,16.06.2025 23:15 - 16.06.2025 23:30,66.22,66.22,767,127.21,157.76,147.48,28.99,0.08,118.47
1535,16.06.2025 23:30 - 16.06.2025 23:45,-16.24,66.22,1063,127.21,157.76,147.48,28.99,0.08,118.47
1536,16.06.2025 23:45 - 17.06.2025 00:00,-12.79,66.22,1009,127.21,157.76,147.48,28.99,0.08,118.47
1537,17.06.2025 00:00 - 17.06.2025 00:15,0.23,51.55,877,132.76,104.06,115.62,22.77,0.08,116.42
1538,17.06.2025 00:15 - 17.06.2025 00:30,192.79,51.55,899,132.76,104.06,115.62,22.77,0.08,116.42
1539,17.06.2025 00:30 - 17.06.2025 00:45,91.84,51.55,908,132.76,104.06,115.62,22.77,0.08,116.42
1540,17.06.2025 00:45 - 17.06.2025 01:00,57.59,51.55,921,132.76,104.06,115.62,22.77,0.08,116.42
1541,17.06.2025 01:00 - 17.06.2025 01:15,71.15,55.55,918,110.3,98.97,111.73,22.02,0.08,117.63
1542,17.06.2025 01:15 - 17.06.2025 01:30,-2,55.55,898,110.3,98.97,111.73,22.02,0.08,117.63
1543,17.06.2025 01:30 - 17.06.2025 01:45,-8.71,55.55,905,110.3,98.97,111.73,22.02,0.08,117.63
1544,17.06.2025 01:45 - 17.06.2025 02:00,-3.96,55.55,887,110.3,98.97,111.73,22.02,0.08,117.63
1545,17.06.2025 02:00 - 17.06.2025 02:15,8,48.65,874,108.61,99.04,112.25,22.41,0.08,117.14
1546,17.06.2025 02:15 - 17.06.2025 02:30,0.04,48.65,904,108.61,99.04,112.25,22.41,0.08,117.14
1547,17.06.2025 02:30 - 17.06.2025 02:45,0.13,48.65,897,108.61,99.04,112.25,22.41,0.08,117.14
1548,17.06.2025 02:45 - 17.06.2025 03:00,48.65,48.65,913,108.61,99.04,112.25,22.41,0.08,117.14
1549,17.06.2025 03:00 - 17.06.2025 03:15,-5.12,44.32,892,107.05,99.27,112.61,22.17,0.08,118.15
1550,17.06.2025 03:15 - 17.06.2025 03:30,44.32,44.32,873,107.05,99.27,112.61,22.17,0.08,118.15
1551,17.06.2025 03:30 - 17.06.2025 03:45,-26.82,44.32,854,107.05,99.27,112.61,22.17,0.08,118.15
1552,17.06.2025 03:45 - 17.06.2025 04:00,-15.87,44.32,858,107.05,99.27,112.61,22.17,0.08,118.15
1553,17.06.2025 04:00 - 17.06.2025 04:15,-8,41.79,850,114.7,99.56,112.61,22.18,2.39,117.55
1554,17.06.2025 04:15 - 17.06.2025 04:30,-8,41.79,798,114.7,99.56,112.61,22.18,2.39,117.55
1555,17.06.2025 04:30 - 17.06.2025 04:45,41.79,41.79,847,114.7,99.56,112.61,22.18,2.39,117.55
1556,17.06.2025 04:45 - 17.06.2025 05:00,41.79,41.79,814,114.7,99.56,112.61,22.18,2.39,117.55
1557,17.06.2025 05:00 - 17.06.2025 05:15,50.41,50.41,786,114.71,97.29,109.34,22,64.96,115.96
1558,17.06.2025 05:15 - 17.06.2025 05:30,50.41,50.41,729,114.71,97.29,109.34,22,64.96,115.96
1559,17.06.2025 05:30 - 17.06.2025 05:45,-1,50.41,664,114.71,97.29,109.34,22,64.96,115.96
1560,17.06.2025 05:45 - 17.06.2025 06:00,50.51,50.41,591,114.71,97.29,109.34,22,64.96,115.96
1561,17.06.2025 06:00 - 17.06.2025 06:15,73.01,73.01,583,134.07,98.82,105.67,20.83,213.05,114.86
1562,17.06.2025 06:15 - 17.06.2025 06:30,73.01,73.01,557,134.07,98.82,105.67,20.83,213.05,114.86
1563,17.06.2025 06:30 - 17.06.2025 06:45,87.97,73.01,538,134.07,98.82,105.67,20.83,213.05,114.86
1564,17.06.2025 06:45 - 17.06.2025 07:00,82.78,73.01,513,134.07,98.82,105.67,20.83,213.05,114.86
1565,17.06.2025 07:00 - 17.06.2025 07:15,131.99,107.01,531,218.69,109.32,115.29,22.7,511.54,114.82
1566,17.06.2025 07:15 - 17.06.2025 07:30,112,107.01,508,218.69,109.32,115.29,22.7,511.54,114.82
1567,17.06.2025 07:30 - 17.06.2025 07:45,119.16,107.01,486,218.69,109.32,115.29,22.7,511.54,114.82
1568,17.06.2025 07:45 - 17.06.2025 08:00,181.03,107.01,494,218.69,109.32,115.29,22.7,511.54,114.82
1569,17.06.2025 08:00 - 17.06.2025 08:15,98.59,98.59,477,204.88,115.64,131.71,25.92,999.54,113.48
1570,17.06.2025 08:15 - 17.06.2025 08:30,278.66,98.59,467,204.88,115.64,131.71,25.92,999.54,113.48
1571,17.06.2025 08:30 - 17.06.2025 08:45,119.66,98.59,461,204.88,115.64,131.71,25.92,999.54,113.48
1572,17.06.2025 08:45 - 17.06.2025 09:00,115.81,98.59,456,204.88,115.64,131.71,25.92,999.54,113.48
1573,17.06.2025 09:00 - 17.06.2025 09:15,-10.45,68.76,454,127.46,118.45,153.98,32.28,1653.67,112.06
1574,17.06.2025 09:15 - 17.06.2025 09:30,73.85,68.76,454,127.46,118.45,153.98,32.28,1653.67,112.06
1575,17.06.2025 09:30 - 17.06.2025 09:45,68.76,68.76,450,127.46,118.45,153.98,32.28,1653.67,112.06
1576,17.06.2025 09:45 - 17.06.2025 10:00,68.76,68.76,445,127.46,118.45,153.98,32.28,1653.67,112.06
1577,17.06.2025 10:00 - 17.06.2025 10:15,4.48,4.48,443,125.41,130.09,179.44,38.26,2277.86,105.55
1578,17.06.2025 10:15 - 17.06.2025 10:30,-75.67,4.48,437,125.41,130.09,179.44,38.26,2277.86,105.55
1579,17.06.2025 10:30 - 17.06.2025 10:45,-26.46,4.48,430,125.41,130.09,179.44,38.26,2277.86,105.55
1580,17.06.2025 10:45 - 17.06.2025 11:00,-26.55,4.48,426,125.41,130.09,179.44,38.26,2277.86,105.55
1581,17.06.2025 11:00 - 17.06.2025 11:15,-22,0.84,426,127.9,98.82,117.43,28.15,2122.36,92.53
1582,17.06.2025 11:15 - 17.06.2025 11:30,-60,0.84,429,127.9,98.82,117.43,28.15,2122.36,92.53
1583,17.06.2025 11:30 - 17.06.2025 11:45,-5,0.84,434,127.9,98.82,117.43,28.15,2122.36,92.53
1584,17.06.2025 11:45 - 17.06.2025 12:00,-13.41,0.84,440,127.9,98.82,117.43,28.15,2122.36,92.53
1585,17.06.2025 12:00 - 17.06.2025 12:15,-12,-0.47,435,112.07,99.9,96.89,32.33,2087.15,92.79
1586,17.06.2025 12:15 - 17.06.2025 12:30,-10.12,-0.47,446,112.07,99.9,96.89,32.33,2087.15,92.79
1587,17.06.2025 12:30 - 17.06.2025 12:45,-14,-0.47,459,112.07,99.9,96.89,32.33,2087.15,92.79
1588,17.06.2025 12:45 - 17.06.2025 13:00,-13.4,-0.47,471,112.07,99.9,96.89,32.33,2087.15,92.79
1589,17.06.2025 13:00 - 17.06.2025 13:15,-6,-1.67,484,106.75,94.32,94.71,23.06,2252.68,91.38
1590,17.06.2025 13:15 - 17.06.2025 13:30,-2.49,-1.67,500,106.75,94.32,94.71,23.06,2252.68,91.38
1591,17.06.2025 13:30 - 17.06.2025 13:45,-6.57,-1.67,517,106.75,94.32,94.71,23.06,2252.68,91.38
1592,17.06.2025 13:45 - 17.06.2025 14:00,-83.57,-1.67,534,106.75,94.32,94.71,23.06,2252.68,91.38
1593,17.06.2025 14:00 - 17.06.2025 14:15,-8.96,-0.14,548,104.29,93.02,96.8,19.11,2328.01,92.87
1594,17.06.2025 14:15 - 17.06.2025 14:30,-0.14,-0.14,562,104.29,93.02,96.8,19.11,2328.01,92.87
1595,17.06.2025 14:30 - 17.06.2025 14:45,-0.14,-0.14,579,104.29,93.02,96.8,19.11,2328.01,92.87
1596,17.06.2025 14:45 - 17.06.2025 15:00,-6.61,-0.14,600,104.29,93.02,96.8,19.11,2328.01,92.87
1597,17.06.2025 15:00 - 17.06.2025 15:15,1.07,1.07,638,114.96,99.71,97.59,20.01,2062.88,94.03
1598,17.06.2025 15:15 - 17.06.2025 15:30,1.07,1.07,661,114.96,99.71,97.59,20.01,2062.88,94.03
1599,17.06.2025 15:30 - 17.06.2025 15:45,315.7,1.07,684,114.96,99.71,97.59,20.01,2062.88,94.03
1600,17.06.2025 15:45 - 17.06.2025 16:00,1.07,1.07,700,114.96,99.71,97.59,20.01,2062.88,94.03
1601,17.06.2025 16:00 - 17.06.2025 16:15,-10,4.82,745,117.91,128.05,142.99,28.55,2390.46,97.49
1602,17.06.2025 16:15 - 17.06.2025 16:30,0,4.82,757,117.91,128.05,142.99,28.55,2390.46,97.49
1603,17.06.2025 16:30 - 17.06.2025 16:45,4.82,4.82,759,117.91,128.05,142.99,28.55,2390.46,97.49
1604,17.06.2025 16:45 - 17.06.2025 17:00,94.46,4.82,762,117.91,128.05,142.99,28.55,2390.46,97.49
1605,17.06.2025 17:00 - 17.06.2025 17:15,73.38,73.38,767,133.88,126.76,147.16,29.03,2151.66,99.98
1606,17.06.2025 17:15 - 17.06.2025 17:30,193.22,73.38,772,133.88,126.76,147.16,29.03,2151.66,99.98
1607,17.06.2025 17:30 - 17.06.2025 17:45,73.38,73.38,776,133.88,126.76,147.16,29.03,2151.66,99.98
1608,17.06.2025 17:45 - 17.06.2025 18:00,227.96,73.38,780,133.88,126.76,147.16,29.03,2151.66,99.98
1609,17.06.2025 18:00 - 17.06.2025 18:15,103.36,103.36,777,156.9,124.57,138.42,27.31,1353.13,98.84
1610,17.06.2025 18:15 - 17.06.2025 18:30,103.36,103.36,767,156.9,124.57,138.42,27.31,1353.13,98.84
1611,17.06.2025 18:30 - 17.06.2025 18:45,6.6,103.36,753,156.9,124.57,138.42,27.31,1353.13,98.84
1612,17.06.2025 18:45 - 17.06.2025 19:00,-8,103.36,744,156.9,124.57,138.42,27.31,1353.13,98.84
1613,17.06.2025 19:00 - 17.06.2025 19:15,-2.47,124.01,739,211.58,129.54,131.79,26,660.96,98.26
1614,17.06.2025 19:15 - 17.06.2025 19:30,124.01,124.01,734,211.58,129.54,131.79,26,660.96,98.26
1615,17.06.2025 19:30 - 17.06.2025 19:45,124.01,124.01,735,211.58,129.54,131.79,26,660.96,98.26
1616,17.06.2025 19:45 - 17.06.2025 20:00,268.2,124.01,737,211.58,129.54,131.79,26,660.96,98.26
1617,17.06.2025 20:00 - 17.06.2025 20:15,182.49,154.33,744,205.75,124.37,123.9,24.45,220.01,100.07
1618,17.06.2025 20:15 - 17.06.2025 20:30,154.59,154.33,752,205.75,124.37,123.9,24.45,220.01,100.07
1619,17.06.2025 20:30 - 17.06.2025 20:45,154.33,154.33,759,205.75,124.37,123.9,24.45,220.01,100.07
1620,17.06.2025 20:45 - 17.06.2025 21:00,154.33,154.33,764,205.75,124.37,123.9,24.45,220.01,100.07
1621,17.06.2025 21:00 - 17.06.2025 21:15,147.04,147.04,764,184.34,119.32,121.65,24.15,41.6,101.91
1622,17.06.2025 21:15 - 17.06.2025 21:30,147.04,147.04,764,184.34,119.32,121.65,24.15,41.6,101.91
1623,17.06.2025 21:30 - 17.06.2025 21:45,52.91,147.04,763,184.34,119.32,121.65,24.15,41.6,101.91
1624,17.06.2025 21:45 - 17.06.2025 22:00,13.43,147.04,762,184.34,119.32,121.65,24.15,41.6,101.91
1625,17.06.2025 22:00 - 17.06.2025 22:15,15.96,138.01,756,194.22,117.43,119.4,23.51,6.69,110.94
1626,17.06.2025 22:15 - 17.06.2025 22:30,13.41,138.01,745,194.22,117.43,119.4,23.51,6.69,110.94
1627,17.06.2025 22:30 - 17.06.2025 22:45,138.01,138.01,731,194.22,117.43,119.4,23.51,6.69,110.94
1628,17.06.2025 22:45 - 17.06.2025 23:00,12.01,138.01,720,194.22,117.43,119.4,23.51,6.69,110.94
1629,17.06.2025 23:00 - 17.06.2025 23:15,14.16,90.38,716,172.1,110.01,119.4,23.51,4.16,113.01
1630,17.06.2025 23:15 - 17.06.2025 23:30,3.54,90.38,712,172.1,110.01,119.4,23.51,4.16,113.01
1631,17.06.2025 23:30 - 17.06.2025 23:45,1.82,90.38,875,172.1,110.01,119.4,23.51,4.16,113.01
1632,17.06.2025 23:45 - 18.06.2025 00:00,-14.67,90.38,988,172.1,110.01,119.4,23.51,4.16,113.01
1633,18.06.2025 00:00 - 18.06.2025 00:15,1.26,76.44,965,142.16,102.1,113.65,22.38,4.03,112.27
1634,18.06.2025 00:15 - 18.06.2025 00:30,52.9,76.44,974,142.16,102.1,113.65,22.38,4.03,112.27
1635,18.06.2025 00:30 - 18.06.2025 00:45,13.94,76.44,986,142.16,102.1,113.65,22.38,4.03,112.27
1636,18.06.2025 00:45 - 18.06.2025 01:00,3.24,76.44,935,142.16,102.1,113.65,22.38,4.03,112.27
1637,18.06.2025 01:00 - 18.06.2025 01:15,5.22,67.1,875,84.61,102.87,114.92,22.64,2.94,111.82
1638,18.06.2025 01:15 - 18.06.2025 01:30,-2,67.1,881,84.61,102.87,114.92,22.64,2.94,111.82
1639,18.06.2025 01:30 - 18.06.2025 01:45,-1.28,67.1,872,84.61,102.87,114.92,22.64,2.94,111.82
1640,18.06.2025 01:45 - 18.06.2025 02:00,67.1,67.1,848,84.61,102.87,114.92,22.64,2.94,111.82
1641,18.06.2025 02:00 - 18.06.2025 02:15,77.4,77.4,848,4.76,102.81,115.82,22.84,3.27,112.16
1642,18.06.2025 02:15 - 18.06.2025 02:30,77.4,77.4,834,4.76,102.81,115.82,22.84,3.27,112.16
1643,18.06.2025 02:30 - 18.06.2025 02:45,11.47,77.4,792,4.76,102.81,115.82,22.84,3.27,112.16
1644,18.06.2025 02:45 - 18.06.2025 03:00,77.4,77.4,776,4.76,102.81,115.82,22.84,3.27,112.16
1645,18.06.2025 03:00 - 18.06.2025 03:15,96.34,62.86,773,5.18,135.29,126.41,30.33,3.11,113.78
1646,18.06.2025 03:15 - 18.06.2025 03:30,62.86,62.86,760,5.18,135.29,126.41,30.33,3.11,113.78
1647,18.06.2025 03:30 - 18.06.2025 03:45,402.25,62.86,744,5.18,135.29,126.41,30.33,3.11,113.78
1648,18.06.2025 03:45 - 18.06.2025 04:00,469.29,62.86,724,5.18,135.29,126.41,30.33,3.11,113.78
1649,18.06.2025 04:00 - 18.06.2025 04:15,450,70.14,795,5.56,163.28,136.2,37.27,10.32,110.81
1650,18.06.2025 04:15 - 18.06.2025 04:30,469.35,70.14,813,5.56,163.28,136.2,37.27,10.32,110.81
1651,18.06.2025 04:30 - 18.06.2025 04:45,402.25,70.14,833,5.56,163.28,136.2,37.27,10.32,110.81
1652,18.06.2025 04:45 - 18.06.2025 05:00,70.14,70.14,845,5.56,163.28,136.2,37.27,10.32,110.81
1653,18.06.2025 05:00 - 18.06.2025 05:15,-17.41,71.17,830,5,110.76,121.53,24.08,69.82,107.98
1654,18.06.2025 05:15 - 18.06.2025 05:30,-3.65,71.17,778,5,110.76,121.53,24.08,69.82,107.98
1655,18.06.2025 05:30 - 18.06.2025 05:45,71.17,71.17,735,5,110.76,121.53,24.08,69.82,107.98
1656,18.06.2025 05:45 - 18.06.2025 06:00,171.85,71.17,761,5,110.76,121.53,24.08,69.82,107.98
1657,18.06.2025 06:00 - 18.06.2025 06:15,-1.18,112.35,787,5.01,122.89,122.28,27.26,229.1,107.46
1658,18.06.2025 06:15 - 18.06.2025 06:30,-8,112.35,730,5.01,122.89,122.28,27.26,229.1,107.46
1659,18.06.2025 06:30 - 18.06.2025 06:45,205.54,112.35,693,5.01,122.89,122.28,27.26,229.1,107.46
1660,18.06.2025 06:45 - 18.06.2025 07:00,335.21,112.35,795,5.01,122.89,122.28,27.26,229.1,107.46
1661,18.06.2025 07:00 - 18.06.2025 07:15,8,114.9,769,5.03,119.65,122.79,27.17,667.03,106.9
1662,18.06.2025 07:15 - 18.06.2025 07:30,114.9,114.9,774,5.03,119.65,122.79,27.17,667.03,106.9
1663,18.06.2025 07:30 - 18.06.2025 07:45,117,114.9,777,5.03,119.65,122.79,27.17,667.03,106.9
1664,18.06.2025 07:45 - 18.06.2025 08:00,114.9,114.9,754,5.03,119.65,122.79,27.17,667.03,106.9
1665,18.06.2025 08:00 - 18.06.2025 08:15,111.39,111.39,755,4.73,110.62,115.32,26.55,1143.23,107.81
1666,18.06.2025 08:15 - 18.06.2025 08:30,7.13,111.39,745,4.73,110.62,115.32,26.55,1143.23,107.81
1667,18.06.2025 08:30 - 18.06.2025 08:45,-10.1,111.39,736,4.73,110.62,115.32,26.55,1143.23,107.81
1668,18.06.2025 08:45 - 18.06.2025 09:00,-2.38,111.39,730,4.73,110.62,115.32,26.55,1143.23,107.81
1669,18.06.2025 09:00 - 18.06.2025 09:15,-12.05,78.75,729,5.23,123.41,136.57,29,1592.09,107.27
1670,18.06.2025 09:15 - 18.06.2025 09:30,-37.86,78.75,726,5.23,123.41,136.57,29,1592.09,107.27
1671,18.06.2025 09:30 - 18.06.2025 09:45,78.75,78.75,719,5.23,123.41,136.57,29,1592.09,107.27
1672,18.06.2025 09:45 - 18.06.2025 10:00,-8,78.75,711,5.23,123.41,136.57,29,1592.09,107.27
1673,18.06.2025 10:00 - 18.06.2025 10:15,14.61,21.56,704,5.8,147.86,159.74,28.98,2105.92,104.94
1674,18.06.2025 10:15 - 18.06.2025 10:30,-2,21.56,692,5.8,147.86,159.74,28.98,2105.92,104.94
1675,18.06.2025 10:30 - 18.06.2025 10:45,-18.17,21.56,675,5.8,147.86,159.74,28.98,2105.92,104.94
1676,18.06.2025 10:45 - 18.06.2025 11:00,-26.97,21.56,661,5.8,147.86,159.74,28.98,2105.92,104.94
1677,18.06.2025 11:00 - 18.06.2025 11:15,-0.52,1.38,651,5.51,96.47,125.34,21.82,2143.17,86.81
1678,18.06.2025 11:15 - 18.06.2025 11:30,-20,1.38,641,5.51,96.47,125.34,21.82,2143.17,86.81
1679,18.06.2025 11:30 - 18.06.2025 11:45,-3.49,1.38,634,5.51,96.47,125.34,21.82,2143.17,86.81
1680,18.06.2025 11:45 - 18.06.2025 12:00,-10.12,1.38,629,5.51,96.47,125.34,21.82,2143.17,86.81
1681,18.06.2025 12:00 - 18.06.2025 12:15,0,0,626,7.55,107.5,123.07,20.62,2132.96,87
1682,18.06.2025 12:15 - 18.06.2025 12:30,-3.73,0,626,7.55,107.5,123.07,20.62,2132.96,87
1683,18.06.2025 12:30 - 18.06.2025 12:45,-43.16,0,627,7.55,107.5,123.07,20.62,2132.96,87
1684,18.06.2025 12:45 - 18.06.2025 13:00,-31.24,0,624,7.55,107.5,123.07,20.62,2132.96,87
1685,18.06.2025 13:00 - 18.06.2025 13:15,-0.01,-0.01,608,7.09,99.99,94.2,18.54,2142.98,88.19
1686,18.06.2025 13:15 - 18.06.2025 13:30,108.01,-0.01,602,7.09,99.99,94.2,18.54,2142.98,88.19
1687,18.06.2025 13:30 - 18.06.2025 13:45,104.08,-0.01,598,7.09,99.99,94.2,18.54,2142.98,88.19
1688,18.06.2025 13:45 - 18.06.2025 14:00,-44.99,-0.01,598,7.09,99.99,94.2,18.54,2142.98,88.19
1689,18.06.2025 14:00 - 18.06.2025 14:15,-17.45,0,609,6.52,94.2,83.41,16.48,1934.59,97.25
1690,18.06.2025 14:15 - 18.06.2025 14:30,-10.41,0,606,6.52,94.2,83.41,16.48,1934.59,97.25
1691,18.06.2025 14:30 - 18.06.2025 14:45,-10.12,0,609,6.52,94.2,83.41,16.48,1934.59,97.25
1692,18.06.2025 14:45 - 18.06.2025 15:00,-10,0,611,6.52,94.2,83.41,16.48,1934.59,97.25
1693,18.06.2025 15:00 - 18.06.2025 15:15,-0.18,-0.18,602,6.09,84.14,71.12,14.2,1880.87,106.82
1694,18.06.2025 15:15 - 18.06.2025 15:30,-0.18,-0.18,611,6.09,84.14,71.12,14.2,1880.87,106.82
1695,18.06.2025 15:30 - 18.06.2025 15:45,54.35,-0.18,621,6.09,84.14,71.12,14.2,1880.87,106.82
1696,18.06.2025 15:45 - 18.06.2025 16:00,21.47,-0.18,636,6.09,84.14,71.12,14.2,1880.87,106.82
1697,18.06.2025 16:00 - 18.06.2025 16:15,-48.15,2.28,670,6.77,89.25,90.71,18.29,2035.55,106.67
1698,18.06.2025 16:15 - 18.06.2025 16:30,48.72,2.28,681,6.77,89.25,90.71,18.29,2035.55,106.67
1699,18.06.2025 16:30 - 18.06.2025 16:45,131.16,2.28,689,6.77,89.25,90.71,18.29,2035.55,106.67
1700,18.06.2025 16:45 - 18.06.2025 17:00,90.11,2.28,699,6.77,89.25,90.71,18.29,2035.55,106.67
1701,18.06.2025 17:00 - 18.06.2025 17:15,519.72,56.93,714,9.06,142.1,149.14,39.83,1777.18,112.83
1702,18.06.2025 17:15 - 18.06.2025 17:30,670.5,56.93,731,9.06,142.1,149.14,39.83,1777.18,112.83
1703,18.06.2025 17:30 - 18.06.2025 17:45,335.21,56.93,753,9.06,142.1,149.14,39.83,1777.18,112.83
1704,18.06.2025 17:45 - 18.06.2025 18:00,334.94,56.93,773,9.06,142.1,149.14,39.83,1777.18,112.83
1705,18.06.2025 18:00 - 18.06.2025 18:15,67.51,67.51,787,8.06,110.11,126.86,25.37,1443.15,112.48
1706,18.06.2025 18:15 - 18.06.2025 18:30,67.51,67.51,802,8.06,110.11,126.86,25.37,1443.15,112.48
1707,18.06.2025 18:30 - 18.06.2025 18:45,67.51,67.51,823,8.06,110.11,126.86,25.37,1443.15,112.48
1708,18.06.2025 18:45 - 18.06.2025 19:00,0,67.51,844,8.06,110.11,126.86,25.37,1443.15,112.48
1709,18.06.2025 19:00 - 18.06.2025 19:15,0.72,71.17,860,7.79,111.05,116.94,23.37,825.5,111.76
1710,18.06.2025 19:15 - 18.06.2025 19:30,61.63,71.17,875,7.79,111.05,116.94,23.37,825.5,111.76
1711,18.06.2025 19:30 - 18.06.2025 19:45,1.25,71.17,889,7.79,111.05,116.94,23.37,825.5,111.76
1712,18.06.2025 19:45 - 18.06.2025 20:00,71.17,71.17,902,7.79,111.05,116.94,23.37,825.5,111.76
1713,18.06.2025 20:00 - 18.06.2025 20:15,0.15,81.05,912,7.59,117.91,112.56,22.67,302.42,111.75
1714,18.06.2025 20:15 - 18.06.2025 20:30,0.25,81.05,922,7.59,117.91,112.56,22.67,302.42,111.75
