Slot Id,Time slot,Imbalance price,DA price,Wind,Biomass,Fossil Gas,Fossil Hard Coal,Fossil Oil,Solar,Waste
504,06.06.2025 05:45 - 06.06.2025 06:00,25.31,61.94,583,117.02,106.52,113.49,22.38,38.39,88.94
505,06.06.2025 06:00 - 06.06.2025 06:15,-3,65.14,649,127.19,103.87,115.17,22.7,105.01,87.86
506,06.06.2025 06:15 - 06.06.2025 06:30,-3.96,65.14,798,127.19,103.87,115.17,22.7,105.01,87.86
507,06.06.2025 06:30 - 06.06.2025 06:45,3.11,65.14,870,127.19,103.87,115.17,22.7,105.01,87.86
508,06.06.2025 06:45 - 06.06.2025 07:00,44.49,65.14,943,127.19,103.87,115.17,22.7,105.01,87.86
509,06.06.2025 07:00 - 06.06.2025 07:15,-3.87,67.64,1026,133.58,106.31,110.64,21.8,152.61,81.12
510,06.06.2025 07:15 - 06.06.2025 07:30,-0.04,67.64,1094,133.58,106.31,110.64,21.8,152.61,81.12
511,06.06.2025 07:30 - 06.06.2025 07:45,11.25,67.64,1118,133.58,106.31,110.64,21.8,152.61,81.12
512,06.06.2025 07:45 - 06.06.2025 08:00,2.54,67.64,1089,133.58,106.31,110.64,21.8,152.61,81.12
513,06.06.2025 08:00 - 06.06.2025 08:15,180.98,53.63,1189,124.06,107.63,115.41,22.72,252.2,79.56
514,06.06.2025 08:15 - 06.06.2025 08:30,-5,53.63,1212,124.06,107.63,115.41,22.72,252.2,79.56
515,06.06.2025 08:30 - 06.06.2025 08:45,53.63,53.63,1235,124.06,107.63,115.41,22.72,252.2,79.56
516,06.06.2025 08:45 - 06.06.2025 09:00,53.63,53.63,1257,124.06,107.63,115.41,22.72,252.2,79.56
517,06.06.2025 09:00 - 06.06.2025 09:15,12.29,12.29,1289,92.38,116.01,124.41,24.84,414.7,78.45
518,06.06.2025 09:15 - 06.06.2025 09:30,12.29,12.29,1328,92.38,116.01,124.41,24.84,414.7,78.45
519,06.06.2025 09:30 - 06.06.2025 09:45,284.87,12.29,1366,92.38,116.01,124.41,24.84,414.7,78.45
520,06.06.2025 09:45 - 06.06.2025 10:00,12.29,12.29,1396,92.38,116.01,124.41,24.84,414.7,78.45
521,06.06.2025 10:00 - 06.06.2025 10:15,62.67,2.56,1417,55.61,120.95,132.77,26.1,866.77,81.73
522,06.06.2025 10:15 - 06.06.2025 10:30,4.08,2.56,1427,55.61,120.95,132.77,26.1,866.77,81.73
523,06.06.2025 10:30 - 06.06.2025 10:45,614.7,2.56,1426,55.61,120.95,132.77,26.1,866.77,81.73
524,06.06.2025 10:45 - 06.06.2025 11:00,-2,2.56,1418,55.61,120.95,132.77,26.1,866.77,81.73
525,06.06.2025 11:00 - 06.06.2025 11:15,-3.51,1.9,1411,55.23,128.39,138.11,27.13,1297.57,89.39
526,06.06.2025 11:15 - 06.06.2025 11:30,1.9,1.9,1408,55.23,128.39,138.11,27.13,1297.57,89.39
527,06.06.2025 11:30 - 06.06.2025 11:45,-3.85,1.9,1406,55.23,128.39,138.11,27.13,1297.57,89.39
528,06.06.2025 11:45 - 06.06.2025 12:00,-4.19,1.9,1410,55.23,128.39,138.11,27.13,1297.57,89.39
529,06.06.2025 12:00 - 06.06.2025 12:15,1.19,1.19,1419,54.58,117.87,118.28,24.42,1470.76,81.54
530,06.06.2025 12:15 - 06.06.2025 12:30,1.19,1.19,1424,54.58,117.87,118.28,24.42,1470.76,81.54
531,06.06.2025 12:30 - 06.06.2025 12:45,-0.82,1.19,1425,54.58,117.87,118.28,24.42,1470.76,81.54
532,06.06.2025 12:45 - 06.06.2025 13:00,-20.11,1.19,1423,54.58,117.87,118.28,24.42,1470.76,81.54
533,06.06.2025 13:00 - 06.06.2025 13:15,-5.29,0.62,1421,66.98,113.25,118.58,23.29,1659.41,82.39
534,06.06.2025 13:15 - 06.06.2025 13:30,0.62,0.62,1417,66.98,113.25,118.58,23.29,1659.41,82.39
535,06.06.2025 13:30 - 06.06.2025 13:45,-13.41,0.62,1411,66.98,113.25,118.58,23.29,1659.41,82.39
536,06.06.2025 13:45 - 06.06.2025 14:00,0.62,0.62,1392,66.98,113.25,118.58,23.29,1659.41,82.39
537,06.06.2025 14:00 - 06.06.2025 14:15,-0.23,-0.23,1341,66.71,113.43,120.81,23.72,1355.75,82.57
538,06.06.2025 14:15 - 06.06.2025 14:30,-78.35,-0.23,1341,66.71,113.43,120.81,23.72,1355.75,82.57
539,06.06.2025 14:30 - 06.06.2025 14:45,47.04,-0.23,1345,66.71,113.43,120.81,23.72,1355.75,82.57
540,06.06.2025 14:45 - 06.06.2025 15:00,-13.41,-0.23,1349,66.71,113.43,120.81,23.72,1355.75,82.57
541,06.06.2025 15:00 - 06.06.2025 15:15,-0.93,-0.93,1350,66.74,113.04,119.72,23.51,1313.41,81.39
542,06.06.2025 15:15 - 06.06.2025 15:30,90.35,-0.93,1346,66.74,113.04,119.72,23.51,1313.41,81.39
543,06.06.2025 15:30 - 06.06.2025 15:45,-45.45,-0.93,1343,66.74,113.04,119.72,23.51,1313.41,81.39
544,06.06.2025 15:45 - 06.06.2025 16:00,-56.03,-0.93,1352,66.74,113.04,119.72,23.51,1313.41,81.39
545,06.06.2025 16:00 - 06.06.2025 16:15,10,0,1396,73.96,110.65,115.06,22.62,1452.31,83.59
546,06.06.2025 16:15 - 06.06.2025 16:30,0,0,1396,73.96,110.65,115.06,22.62,1452.31,83.59
547,06.06.2025 16:30 - 06.06.2025 16:45,56.4,0,1390,73.96,110.65,115.06,22.62,1452.31,83.59
548,06.06.2025 16:45 - 06.06.2025 17:00,0,0,1385,73.96,110.65,115.06,22.62,1452.31,83.59
549,06.06.2025 17:00 - 06.06.2025 17:15,-130.75,3.38,1389,75.32,105.88,107.64,21.2,1230.48,84.83
550,06.06.2025 17:15 - 06.06.2025 17:30,-57.5,3.38,1382,75.32,105.88,107.64,21.2,1230.48,84.83
551,06.06.2025 17:30 - 06.06.2025 17:45,3.38,3.38,1372,75.32,105.88,107.64,21.2,1230.48,84.83
552,06.06.2025 17:45 - 06.06.2025 18:00,-10.86,3.38,1364,75.32,105.88,107.64,21.2,1230.48,84.83
553,06.06.2025 18:00 - 06.06.2025 18:15,-10,48.41,1349,120.83,124.58,136.79,26.95,837.28,105.17
554,06.06.2025 18:15 - 06.06.2025 18:30,-124.58,48.41,1325,120.83,124.58,136.79,26.95,837.28,105.17
555,06.06.2025 18:30 - 06.06.2025 18:45,-10.96,48.41,1297,120.83,124.58,136.79,26.95,837.28,105.17
556,06.06.2025 18:45 - 06.06.2025 19:00,-8,48.41,1264,120.83,124.58,136.79,26.95,837.28,105.17
557,06.06.2025 19:00 - 06.06.2025 19:15,-26.67,77.84,1231,157.36,127.91,133.34,26.22,376.82,109.56
558,06.06.2025 19:15 - 06.06.2025 19:30,-26.81,77.84,1198,157.36,127.91,133.34,26.22,376.82,109.56
559,06.06.2025 19:30 - 06.06.2025 19:45,-13.41,77.84,1170,157.36,127.91,133.34,26.22,376.82,109.56
560,06.06.2025 19:45 - 06.06.2025 20:00,-16.09,77.84,1144,157.36,127.91,133.34,26.22,376.82,109.56
561,06.06.2025 20:00 - 06.06.2025 20:15,111.05,111.05,1121,198.24,133.85,130.4,25.63,164.18,111.09
562,06.06.2025 20:15 - 06.06.2025 20:30,111.05,111.05,1097,198.24,133.85,130.4,25.63,164.18,111.09
563,06.06.2025 20:30 - 06.06.2025 20:45,-10,111.05,1070,198.24,133.85,130.4,25.63,164.18,111.09
564,06.06.2025 20:45 - 06.06.2025 21:00,111.05,111.05,1043,198.24,133.85,130.4,25.63,164.18,111.09
565,06.06.2025 21:00 - 06.06.2025 21:15,129.3,129.3,1017,199.25,133.02,130.86,25.73,41.98,109.8
566,06.06.2025 21:15 - 06.06.2025 21:30,129.3,129.3,985,199.25,133.02,130.86,25.73,41.98,109.8
567,06.06.2025 21:30 - 06.06.2025 21:45,129.3,129.3,950,199.25,133.02,130.86,25.73,41.98,109.8
568,06.06.2025 21:45 - 06.06.2025 22:00,129.3,129.3,922,199.25,133.02,130.86,25.73,41.98,109.8
569,06.06.2025 22:00 - 06.06.2025 22:15,15,125.73,903,262.3,167.2,150.24,37.45,4.62,111.65
570,06.06.2025 22:15 - 06.06.2025 22:30,335.14,125.73,887,262.3,167.2,150.24,37.45,4.62,111.65
571,06.06.2025 22:30 - 06.06.2025 22:45,326.95,125.73,871,262.3,167.2,150.24,37.45,4.62,111.65
572,06.06.2025 22:45 - 06.06.2025 23:00,125.73,125.73,857,262.3,167.2,150.24,37.45,4.62,111.65
573,06.06.2025 23:00 - 06.06.2025 23:15,103.24,103.24,841,232.78,121.17,131.45,26.24,4.29,111.7
574,06.06.2025 23:15 - 06.06.2025 23:30,-2,103.24,822,232.78,121.17,131.45,26.24,4.29,111.7
575,06.06.2025 23:30 - 06.06.2025 23:45,-2,103.24,834,232.78,121.17,131.45,26.24,4.29,111.7
576,06.06.2025 23:45 - 07.06.2025 00:00,-8,103.24,925,232.78,121.17,131.45,26.24,4.29,111.7
577,07.06.2025 00:00 - 07.06.2025 00:15,8,87.62,878,229.08,146.03,143.67,28.97,4.26,113.09
578,07.06.2025 00:15 - 07.06.2025 00:30,471.81,87.62,909,229.08,146.03,143.67,28.97,4.26,113.09
579,07.06.2025 00:30 - 07.06.2025 00:45,40.71,87.62,878,229.08,146.03,143.67,28.97,4.26,113.09
580,07.06.2025 00:45 - 07.06.2025 01:00,9.57,87.62,867,229.08,146.03,143.67,28.97,4.26,113.09
581,07.06.2025 01:00 - 07.06.2025 01:15,7,83.5,893,217.05,111.57,126.43,24.87,4.38,109.59
582,07.06.2025 01:15 - 07.06.2025 01:30,6.26,83.5,854,217.05,111.57,126.43,24.87,4.38,109.59
583,07.06.2025 01:30 - 07.06.2025 01:45,47,83.5,864,217.05,111.57,126.43,24.87,4.38,109.59
584,07.06.2025 01:45 - 07.06.2025 02:00,42.58,83.5,880,217.05,111.57,126.43,24.87,4.38,109.59
585,07.06.2025 02:00 - 07.06.2025 02:15,6,78.02,890,179.18,110.25,128.26,25.22,3.53,111.62
586,07.06.2025 02:15 - 07.06.2025 02:30,8,78.02,911,179.18,110.25,128.26,25.22,3.53,111.62
587,07.06.2025 02:30 - 07.06.2025 02:45,21.5,78.02,899,179.18,110.25,128.26,25.22,3.53,111.62
588,07.06.2025 02:45 - 07.06.2025 03:00,35.12,78.02,840,179.18,110.25,128.26,25.22,3.53,111.62
589,07.06.2025 03:00 - 07.06.2025 03:15,12,81.89,757,188.47,112.22,129.36,25.43,3.68,112.45
590,07.06.2025 03:15 - 07.06.2025 03:30,81.89,81.89,698,188.47,112.22,129.36,25.43,3.68,112.45
591,07.06.2025 03:30 - 07.06.2025 03:45,81.89,81.89,700,188.47,112.22,129.36,25.43,3.68,112.45
592,07.06.2025 03:45 - 07.06.2025 04:00,0.76,81.89,666,188.47,112.22,129.36,25.43,3.68,112.45
593,07.06.2025 04:00 - 07.06.2025 04:15,82.27,82.27,559,212.17,109.97,120.97,23.78,8.3,111.59
594,07.06.2025 04:15 - 07.06.2025 04:30,116.29,82.27,510,212.17,109.97,120.97,23.78,8.3,111.59
595,07.06.2025 04:30 - 07.06.2025 04:45,175.08,82.27,471,212.17,109.97,120.97,23.78,8.3,111.59
596,07.06.2025 04:45 - 07.06.2025 05:00,192.88,82.27,446,212.17,109.97,120.97,23.78,8.3,111.59
597,07.06.2025 05:00 - 07.06.2025 05:15,81.99,81.99,437,207.66,111.58,122.83,24.15,119.06,111.43
598,07.06.2025 05:15 - 07.06.2025 05:30,31.1,81.99,400,207.66,111.58,122.83,24.15,119.06,111.43
599,07.06.2025 05:30 - 07.06.2025 05:45,47.87,81.99,363,207.66,111.58,122.83,24.15,119.06,111.43
600,07.06.2025 05:45 - 07.06.2025 06:00,81.99,81.99,304,207.66,111.58,122.83,24.15,119.06,111.43
601,07.06.2025 06:00 - 07.06.2025 06:15,85.47,85.47,286,203.66,116.23,130.95,25.74,342.91,111.67
602,07.06.2025 06:15 - 07.06.2025 06:30,29.9,85.47,247,203.66,116.23,130.95,25.74,342.91,111.67
603,07.06.2025 06:30 - 07.06.2025 06:45,85.47,85.47,221,203.66,116.23,130.95,25.74,342.91,111.67
604,07.06.2025 06:45 - 07.06.2025 07:00,8.2,85.47,197,203.66,116.23,130.95,25.74,342.91,111.67
605,07.06.2025 07:00 - 07.06.2025 07:15,53.39,86.74,201,226.01,117.23,134.57,26.45,809.15,112.2
606,07.06.2025 07:15 - 07.06.2025 07:30,53.39,86.74,186,226.01,117.23,134.57,26.45,809.15,112.2
607,07.06.2025 07:30 - 07.06.2025 07:45,53.39,86.74,171,226.01,117.23,134.57,26.45,809.15,112.2
608,07.06.2025 07:45 - 07.06.2025 08:00,31.1,86.74,167,226.01,117.23,134.57,26.45,809.15,112.2
609,07.06.2025 08:00 - 07.06.2025 08:15,-8,79.87,148,154,123.33,144.02,28.3,1447.15,111.03
610,07.06.2025 08:15 - 07.06.2025 08:30,79.87,79.87,133,154,123.33,144.02,28.3,1447.15,111.03
611,07.06.2025 08:30 - 07.06.2025 08:45,26.81,79.87,121,154,123.33,144.02,28.3,1447.15,111.03
612,07.06.2025 08:45 - 07.06.2025 09:00,-6,79.87,110,154,123.33,144.02,28.3,1447.15,111.03
613,07.06.2025 09:00 - 07.06.2025 09:15,-11.19,65.3,102,132.55,115.5,135.89,26.72,1903.36,110.41
614,07.06.2025 09:15 - 07.06.2025 09:30,0,65.3,92,132.55,115.5,135.89,26.72,1903.36,110.41
615,07.06.2025 09:30 - 07.06.2025 09:45,-17.15,65.3,83,132.55,115.5,135.89,26.72,1903.36,110.41
616,07.06.2025 09:45 - 07.06.2025 10:00,16.67,65.3,78,132.55,115.5,135.89,26.72,1903.36,110.41
617,07.06.2025 10:00 - 07.06.2025 10:15,-7.25,30.53,77,69.09,122.06,149.81,29.43,2236.64,110.04
618,07.06.2025 10:15 - 07.06.2025 10:30,-24.32,30.53,75,69.09,122.06,149.81,29.43,2236.64,110.04
619,07.06.2025 10:30 - 07.06.2025 10:45,-32.96,30.53,73,69.09,122.06,149.81,29.43,2236.64,110.04
620,07.06.2025 10:45 - 07.06.2025 11:00,-15.73,30.53,75,69.09,122.06,149.81,29.43,2236.64,110.04
621,07.06.2025 11:00 - 07.06.2025 11:15,-8.83,9.44,76,56.06,126.91,158.09,31.06,2488.19,110.09
622,07.06.2025 11:15 - 07.06.2025 11:30,1.86,9.44,79,56.06,126.91,158.09,31.06,2488.19,110.09
623,07.06.2025 11:30 - 07.06.2025 11:45,9.44,9.44,80,56.06,126.91,158.09,31.06,2488.19,110.09
624,07.06.2025 11:45 - 07.06.2025 12:00,0.19,9.44,83,56.06,126.91,158.09,31.06,2488.19,110.09
625,07.06.2025 12:00 - 07.06.2025 12:15,-14.5,1.19,86,55.6,110.66,111.92,22.01,2175.02,106.87
626,07.06.2025 12:15 - 07.06.2025 12:30,-6,1.19,94,55.6,110.66,111.92,22.01,2175.02,106.87
627,07.06.2025 12:30 - 07.06.2025 12:45,-6,1.19,102,55.6,110.66,111.92,22.01,2175.02,106.87
628,07.06.2025 12:45 - 07.06.2025 13:00,-5.61,1.19,110,55.6,110.66,111.92,22.01,2175.02,106.87
629,07.06.2025 13:00 - 07.06.2025 13:15,-10.91,0,116,54.89,103.61,107.94,21.23,1889.86,105.83
630,07.06.2025 13:15 - 07.06.2025 13:30,0,0,122,54.89,103.61,107.94,21.23,1889.86,105.83
631,07.06.2025 13:30 - 07.06.2025 13:45,-1,0,130,54.89,103.61,107.94,21.23,1889.86,105.83
632,07.06.2025 13:45 - 07.06.2025 14:00,67.03,0,136,54.89,103.61,107.94,21.23,1889.86,105.83
633,07.06.2025 14:00 - 07.06.2025 14:15,-17.29,-0.01,138,54.87,102.54,107.33,21.11,1625.96,105.38
634,07.06.2025 14:15 - 07.06.2025 14:30,-0.64,-0.01,140,54.87,102.54,107.33,21.11,1625.96,105.38
635,07.06.2025 14:30 - 07.06.2025 14:45,67.03,-0.01,144,54.87,102.54,107.33,21.11,1625.96,105.38
636,07.06.2025 14:45 - 07.06.2025 15:00,-2.92,-0.01,147,54.87,102.54,107.33,21.11,1625.96,105.38
637,07.06.2025 15:00 - 07.06.2025 15:15,-0.43,-0.43,151,52.5,95.82,104.84,20.62,1508.62,107.25
638,07.06.2025 15:15 - 07.06.2025 15:30,-0.43,-0.43,156,52.5,95.82,104.84,20.62,1508.62,107.25
639,07.06.2025 15:30 - 07.06.2025 15:45,-0.43,-0.43,161,52.5,95.82,104.84,20.62,1508.62,107.25
640,07.06.2025 15:45 - 07.06.2025 16:00,-0.43,-0.43,164,52.5,95.82,104.84,20.62,1508.62,107.25
641,07.06.2025 16:00 - 07.06.2025 16:15,-0.46,-0.46,164,55.9,97.01,107.58,23.56,1170.77,107.19
642,07.06.2025 16:15 - 07.06.2025 16:30,-0.46,-0.46,162,55.9,97.01,107.58,23.56,1170.77,107.19
643,07.06.2025 16:30 - 07.06.2025 16:45,-0.46,-0.46,159,55.9,97.01,107.58,23.56,1170.77,107.19
644,07.06.2025 16:45 - 07.06.2025 17:00,-0.46,-0.46,157,55.9,97.01,107.58,23.56,1170.77,107.19
645,07.06.2025 17:00 - 07.06.2025 17:15,558.61,27.98,160,69.02,112.66,125.22,32.3,910.43,111.15
646,07.06.2025 17:15 - 07.06.2025 17:30,216.59,27.98,158,69.02,112.66,125.22,32.3,910.43,111.15
647,07.06.2025 17:30 - 07.06.2025 17:45,9.79,27.98,157,69.02,112.66,125.22,32.3,910.43,111.15
648,07.06.2025 17:45 - 07.06.2025 18:00,27.98,27.98,156,69.02,112.66,125.22,32.3,910.43,111.15
649,07.06.2025 18:00 - 07.06.2025 18:15,69.04,69.04,152,123.43,119.5,129.19,33.72,632.17,110.79
650,07.06.2025 18:15 - 07.06.2025 18:30,7.2,69.04,148,123.43,119.5,129.19,33.72,632.17,110.79
651,07.06.2025 18:30 - 07.06.2025 18:45,61.07,69.04,146,123.43,119.5,129.19,33.72,632.17,110.79
652,07.06.2025 18:45 - 07.06.2025 19:00,0.13,69.04,146,123.43,119.5,129.19,33.72,632.17,110.79
653,07.06.2025 19:00 - 07.06.2025 19:15,9.08,85.02,147,222.16,133.34,135.46,35.34,409.13,113.63
654,07.06.2025 19:15 - 07.06.2025 19:30,4.8,85.02,152,222.16,133.34,135.46,35.34,409.13,113.63
655,07.06.2025 19:30 - 07.06.2025 19:45,29.16,85.02,157,222.16,133.34,135.46,35.34,409.13,113.63
656,07.06.2025 19:45 - 07.06.2025 20:00,47.67,85.02,163,222.16,133.34,135.46,35.34,409.13,113.63
657,07.06.2025 20:00 - 07.06.2025 20:15,421.91,109.9,170,259.77,145.43,139.05,35.85,179.41,114.16
658,07.06.2025 20:15 - 07.06.2025 20:30,227.89,109.9,179,259.77,145.43,139.05,35.85,179.41,114.16
659,07.06.2025 20:30 - 07.06.2025 20:45,799.9,109.9,189,259.77,145.43,139.05,35.85,179.41,114.16
660,07.06.2025 20:45 - 07.06.2025 21:00,109.9,109.9,201,259.77,145.43,139.05,35.85,179.41,114.16
661,07.06.2025 21:00 - 07.06.2025 21:15,718.37,110.27,211,262.45,135.72,135.44,28.89,37.67,113.55
662,07.06.2025 21:15 - 07.06.2025 21:30,110.27,110.27,221,262.45,135.72,135.44,28.89,37.67,113.55
663,07.06.2025 21:30 - 07.06.2025 21:45,201.51,110.27,231,262.45,135.72,135.44,28.89,37.67,113.55
664,07.06.2025 21:45 - 07.06.2025 22:00,110.27,110.27,243,262.45,135.72,135.44,28.89,37.67,113.55
665,07.06.2025 22:00 - 07.06.2025 22:15,325.91,98.02,258,261.02,162.48,143.91,28.29,0.38,113.55
666,07.06.2025 22:15 - 07.06.2025 22:30,334.88,98.02,283,261.02,162.48,143.91,28.29,0.38,113.55
667,07.06.2025 22:30 - 07.06.2025 22:45,266.11,98.02,315,261.02,162.48,143.91,28.29,0.38,113.55
668,07.06.2025 22:45 - 07.06.2025 23:00,98.02,98.02,342,261.02,162.48,143.91,28.29,0.38,113.55
669,07.06.2025 23:00 - 07.06.2025 23:15,80.1,80.1,360,206.48,123.12,128.46,26.43,0.01,112.2
670,07.06.2025 23:15 - 07.06.2025 23:30,80.1,80.1,374,206.48,123.12,128.46,26.43,0.01,112.2
671,07.06.2025 23:30 - 07.06.2025 23:45,20.39,80.1,133,206.48,123.12,128.46,26.43,0.01,112.2
672,07.06.2025 23:45 - 08.06.2025 00:00,25.94,80.1,119,206.48,123.12,128.46,26.43,0.01,112.2
673,08.06.2025 00:00 - 08.06.2025 00:15,92.89,92.89,119,244.54,118.79,128.62,25.8,0.01,112.7
674,08.06.2025 00:15 - 08.06.2025 00:30,92.89,92.89,141,244.54,118.79,128.62,25.8,0.01,112.7
675,08.06.2025 00:30 - 08.06.2025 00:45,92.89,92.89,150,244.54,118.79,128.62,25.8,0.01,112.7
676,08.06.2025 00:45 - 08.06.2025 01:00,92.89,92.89,155,244.54,118.79,128.62,25.8,0.01,112.7
677,08.06.2025 01:00 - 08.06.2025 01:15,400,83.01,177,220.03,131.49,131.24,25.82,0.07,112.93
678,08.06.2025 01:15 - 08.06.2025 01:30,192.78,83.01,214,220.03,131.49,131.24,25.82,0.07,112.93
679,08.06.2025 01:30 - 08.06.2025 01:45,234.6,83.01,227,220.03,131.49,131.24,25.82,0.07,112.93
680,08.06.2025 01:45 - 08.06.2025 02:00,113.63,83.01,250,220.03,131.49,131.24,25.82,0.07,112.93
681,08.06.2025 02:00 - 08.06.2025 02:15,76.87,76.87,246,160.91,113.05,126.83,24.97,0.03,112.31
682,08.06.2025 02:15 - 08.06.2025 02:30,-0.52,76.87,230,160.91,113.05,126.83,24.97,0.03,112.31
683,08.06.2025 02:30 - 08.06.2025 02:45,76.87,76.87,226,160.91,113.05,126.83,24.97,0.03,112.31
684,08.06.2025 02:45 - 08.06.2025 03:00,76.87,76.87,249,160.91,113.05,126.83,24.97,0.03,112.31
685,08.06.2025 03:00 - 08.06.2025 03:15,3.91,69.74,241,145.26,110.62,123.13,24.24,0.03,109.02
686,08.06.2025 03:15 - 08.06.2025 03:30,69.74,69.74,226,145.26,110.62,123.13,24.24,0.03,109.02
687,08.06.2025 03:30 - 08.06.2025 03:45,6.6,69.74,202,145.26,110.62,123.13,24.24,0.03,109.02
688,08.06.2025 03:45 - 08.06.2025 04:00,69.74,69.74,184,145.26,110.62,123.13,24.24,0.03,109.02
689,08.06.2025 04:00 - 08.06.2025 04:15,67.02,67.02,148,136.07,108.9,118.47,23.31,1.47,107.56
690,08.06.2025 04:15 - 08.06.2025 04:30,67.02,67.02,148,136.07,108.9,118.47,23.31,1.47,107.56
691,08.06.2025 04:30 - 08.06.2025 04:45,67.02,67.02,154,136.07,108.9,118.47,23.31,1.47,107.56
692,08.06.2025 04:45 - 08.06.2025 05:00,67.02,67.02,132,136.07,108.9,118.47,23.31,1.47,107.56
693,08.06.2025 05:00 - 08.06.2025 05:15,55.63,55.63,125,117.54,100.4,109.42,21.55,57.2,106.57
694,08.06.2025 05:15 - 08.06.2025 05:30,-47.12,55.63,144,117.54,100.4,109.42,21.55,57.2,106.57
695,08.06.2025 05:30 - 08.06.2025 05:45,-40.71,55.63,103,117.54,100.4,109.42,21.55,57.2,106.57
696,08.06.2025 05:45 - 08.06.2025 06:00,2.41,55.63,65,117.54,100.4,109.42,21.55,57.2,106.57
697,08.06.2025 06:00 - 08.06.2025 06:15,-21.13,37.94,49,111.06,95.35,105,20.69,260.8,106.89
698,08.06.2025 06:15 - 08.06.2025 06:30,37.94,37.94,37,111.06,95.35,105,20.69,260.8,106.89
699,08.06.2025 06:30 - 08.06.2025 06:45,37.94,37.94,32,111.06,95.35,105,20.69,260.8,106.89
700,08.06.2025 06:45 - 08.06.2025 07:00,37.94,37.94,23,111.06,95.35,105,20.69,260.8,106.89
701,08.06.2025 07:00 - 08.06.2025 07:15,-3,3.62,17,69.36,106.12,109.89,21.65,511.2,105.02
702,08.06.2025 07:15 - 08.06.2025 07:30,-12.83,3.62,12,69.36,106.12,109.89,21.65,511.2,105.02
703,08.06.2025 07:30 - 08.06.2025 07:45,-8.31,3.62,10,69.36,106.12,109.89,21.65,511.2,105.02
704,08.06.2025 07:45 - 08.06.2025 08:00,-5,3.62,13,69.36,106.12,109.89,21.65,511.2,105.02
705,08.06.2025 08:00 - 08.06.2025 08:15,-2,1.22,13,55.64,100.22,99.19,19.56,778.6,105.01
706,08.06.2025 08:15 - 08.06.2025 08:30,-4,1.22,12,55.64,100.22,99.19,19.56,778.6,105.01
707,08.06.2025 08:30 - 08.06.2025 08:45,1.22,1.22,12,55.64,100.22,99.19,19.56,778.6,105.01
708,08.06.2025 08:45 - 08.06.2025 09:00,1.22,1.22,11,55.64,100.22,99.19,19.56,778.6,105.01
709,08.06.2025 09:00 - 08.06.2025 09:15,0.62,0.98,12,66.37,90.87,98.93,19.49,861.06,105.77
710,08.06.2025 09:15 - 08.06.2025 09:30,0,0.98,12,66.37,90.87,98.93,19.49,861.06,105.77
711,08.06.2025 09:30 - 08.06.2025 09:45,0,0.98,14,66.37,90.87,98.93,19.49,861.06,105.77
712,08.06.2025 09:45 - 08.06.2025 10:00,0,0.98,18,66.37,90.87,98.93,19.49,861.06,105.77
713,08.06.2025 10:00 - 08.06.2025 10:15,-2,0.06,26,69.85,96.53,96.95,19.11,964.47,105.86
714,08.06.2025 10:15 - 08.06.2025 10:30,-1,0.06,36,69.85,96.53,96.95,19.11,964.47,105.86
715,08.06.2025 10:30 - 08.06.2025 10:45,-0.3,0.06,47,69.85,96.53,96.95,19.11,964.47,105.86
716,08.06.2025 10:45 - 08.06.2025 11:00,-0.1,0.06,59,69.85,96.53,96.95,19.11,964.47,105.86
717,08.06.2025 11:00 - 08.06.2025 11:15,-0.48,-0.48,70,71.13,89.36,96.11,18.95,926.46,104.87
718,08.06.2025 11:15 - 08.06.2025 11:30,-0.48,-0.48,89,71.13,89.36,96.11,18.95,926.46,104.87
719,08.06.2025 11:30 - 08.06.2025 11:45,-0.48,-0.48,112,71.13,89.36,96.11,18.95,926.46,104.87
720,08.06.2025 11:45 - 08.06.2025 12:00,-0.48,-0.48,131,71.13,89.36,96.11,18.95,926.46,104.87
721,08.06.2025 12:00 - 08.06.2025 12:15,0.3,0.3,137,70.85,97.09,98.78,19.46,1364.82,102.73
722,08.06.2025 12:15 - 08.06.2025 12:30,0.3,0.3,128,70.85,97.09,98.78,19.46,1364.82,102.73
723,08.06.2025 12:30 - 08.06.2025 12:45,-5.36,0.3,120,70.85,97.09,98.78,19.46,1364.82,102.73
724,08.06.2025 12:45 - 08.06.2025 13:00,-1,0.3,117,70.85,97.09,98.78,19.46,1364.82,102.73
725,08.06.2025 13:00 - 08.06.2025 13:15,1,1,122,70.78,102.35,99.63,19.63,1616.26,95.09
726,08.06.2025 13:15 - 08.06.2025 13:30,-0.1,1,141,70.78,102.35,99.63,19.63,1616.26,95.09
727,08.06.2025 13:30 - 08.06.2025 13:45,-1,1,174,70.78,102.35,99.63,19.63,1616.26,95.09
728,08.06.2025 13:45 - 08.06.2025 14:00,-2,1,209,70.78,102.35,99.63,19.63,1616.26,95.09
729,08.06.2025 14:00 - 08.06.2025 14:15,-0.1,0.97,234,69.74,99.77,97.37,19.18,1507.72,95.47
730,08.06.2025 14:15 - 08.06.2025 14:30,-0.26,0.97,258,69.74,99.77,97.37,19.18,1507.72,95.47
731,08.06.2025 14:30 - 08.06.2025 14:45,-0.1,0.97,289,69.74,99.77,97.37,19.18,1507.72,95.47
732,08.06.2025 14:45 - 08.06.2025 15:00,-1.03,0.97,320,69.74,99.77,97.37,19.18,1507.72,95.47
733,08.06.2025 15:00 - 08.06.2025 15:15,0,1.21,347,69.91,97.81,97.99,19.32,1769.37,93.79
